27
105135.41
32.6314350978 52824.36
57.9373534201 63262.2
30.0595663599 54244.23
10.8045702534 58999.78
26.9524586254 69818.6
28.3086998117 85627
38.1652620118 75240.88
26.1314564357 75470.75
42.0389408516 101382.44
2.222602613 105135.41
36.015234178 93423.68
65.2764779667 84716.2
87.1895253614 96611.72
10.4190167389 33859.58
0 16738.8
0 15675.86
1.9141598014 19882.23
17.9486500809 28122.21
15.5446105199 23452.01
0.1905087954 16335.04
0 13936.21
0 10683.51
0 13007.92
0 17576.62
0 19301.84
0 13207.83
0 9499.56
