35
5024875
114138.2 3000050
182800.1 3532775
230673.7 3287675
164262.8 2822825
200355.8 2582900
258297.6 2777325
278480.7 3163275
229415.3 3169150
254060.7 3163325
296264.7 2965975
327687.2 3298750
509058 4093600
513594 4237525
445100 4469600
535888 4751925
486445 5024875
623513 5016650
634827 4048375
715641 4367700
911865 4268550
841673 4129150
683943 3624625
839346 3791850
863992 3625650
873805 3814075
741128 3618275
1032329 4757900
984234 4943325
980819 4930875
939027 4546850
1151060 4294400
1094277 3463950
1218907 4214900
1299109 4571650
1339779 4923525
