58
35949.1
243.69 35949.1
488.38 35531.5
732.07 34994.7
1401.73 34229.5
520.35 32765.8
433.96 32461.8
576.58 32292.1
560.19 31978.8
490.8 31716.2
1197.41 31560.9
1409.97 30602.8
2034.46 29484.6
1645.83 27744.6
1887.15 26613.6
2712.4 25305.9
2503.41 23151.4
2032.24 21420.9
1590.14 20378.7
1274.26 19929.3
1128.6 19867.7
807.37 19961.3
880.37 20407.3
902.45 20713.8
885.53 20953.1
926.6 21181.2
910.65 21335.9
805.72 21493.3
920.9 21927.9
907.01 22220.5
915.08 22503.8
886.13 22689.4
917.18 22885.7
714.13 23037.4
803.83 23368
737.78 23589.7
770.59 23857
728.47 24072.5
742.81 24311.6
746.31 24519.7
765.07 24709.3
788.71 24865
851.08 24971.5
881.12 24869.2
1041.8 24488.1
915.41 23737.3
928.42 22919.8
894.65 21906.1
639.59 20834.3
555.43 19949.9
573.27 19109.4
443.52 17619.5
401.92 15942.7
311.92 13867.5
204 12213.9
175 10637.9
169 9405.94
75 8301.89
24 7467.76
