"ASSESSID","LME_NAME","SCIENTIFICNAME","COMMON","AREA","LME_NUMBER","LME_COUNT","BIOMASS_TS_LENGTH","LANDINGS_TS_LENGTH","B_msy","C_msy","if_collapse_cmsy","nyr_collapse_cmsy","if_collapse_bmsy","nyr_collapse_bmsy"
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","Northeast U.S. Continental Shelf","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank",7,1,0,95,NA,NA,0,0,0,0
"NEFSC-AMPL5YZ-1960-2008-OBRIEN","Northeast U.S. Continental Shelf","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank",7,1,29,28,38834.6,7178.64972019462,0,0,0,0
"NEFSC-ATHAL5YZ-1800-2007-COL","Northeast U.S. Continental Shelf","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank",7,1,208,115,48737.2,NA,0,0,1,112
"NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","Northeast U.S. Continental Shelf","Pomatomus saltatrix","Bluefish","Atlantic Coast",7,1,26,27,189909,27492.8656510427,0,0,0,0
"NEFSC-BSBASSMATLC-1968-2007-SHEPHERD","Northeast U.S. Continental Shelf","Centropristis striata","Black sea bass","Mid-Atlantic Coast",7,1,40,40,10649.2,3075.09851297229,0,0,0,0
"NEFSC-BUTTERGOMCHATT-1965-2005-OVERHOLTZ","Northeast U.S. Continental Shelf","Peprilus triacanthus","Atlantic butterfish","Gulf of Maine / Cape Hatteras",7,1,0,41,NA,9310.27319780064,0,0,0,0
"NEFSC-CODGB-1960-2008-BAUM","Northeast U.S. Continental Shelf","Gadus morhua","Atlantic cod","Georges Bank",7,1,31,48,5301680,29335.1345727829,0,0,1,31
"NEFSC-CODGOM-1893-2008-BAUM","Northeast U.S. Continental Shelf","Gadus morhua","Atlantic cod","Gulf of Maine",7,1,26,115,35817.9,NA,0,0,0,0
"NEFSC-HAD5Y-1956-2008-BAUM","Northeast U.S. Continental Shelf","Melanogrammus aeglefinus","Haddock","Gulf of Maine",7,1,32,52,7.27e+15,3971.99318547318,0,0,1,32
"NEFSC-HADGB-1930-2008-BAUM","Northeast U.S. Continental Shelf","Melanogrammus aeglefinus","Haddock","Georges Bank",7,1,78,77,394217,NA,0,0,1,25
"NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ","Northeast U.S. Continental Shelf","Clupea harengus","Herring","Northwestern Atlantic Coast",7,1,0,46,NA,170986.091289928,0,0,0,0
"NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON","Northeast U.S. Continental Shelf","Illex illecebrosus",NA,NA,7,3,39,39,5.27363,12758.598010836,1,39,1,25
"NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ","Northeast U.S. Continental Shelf","Scomber scombrus","Mackerel","Gulf of Maine / Cape Hatteras",7,1,0,46,NA,138610.163978584,0,0,0,0
"NEFSC-MONKGOMNGB-1964-2006-RICHARDS","Northeast U.S. Continental Shelf","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank",7,1,27,27,68431.7,9803.99880805723,0,0,0,0
"NEFSC-MONKSGBMATL-1964-2006-RICHARDS","Northeast U.S. Continental Shelf","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic",7,1,27,27,78932,11669.9953960442,0,0,0,0
"NEFSC-POLL5YZ-1963-2007-MAYO","Northeast U.S. Continental Shelf","Pollachius virens","Pollock","Gulf of Maine / Georges Bank",7,1,44,45,3.72438,13976.4842471512,1,44,1,5
"NEFSC-QUAHATLC-1978-2008-CHUTE","Northeast U.S. Continental Shelf","Arctica islandica","Ocean quahog","Atlantic Coast",7,1,31,31,2.46e-06,18617.8914804655,0,0,0,0
"NEFSC-SCALLGB-1964-2006-HART","Northeast U.S. Continental Shelf","Placopecten magellanicus",NA,NA,7,1,25,43,51023.4,8348.13551406856,0,0,1,4
"NEFSC-SCALLMATLC-1964-2006-HART","Northeast U.S. Continental Shelf","Placopecten magellanicus",NA,NA,7,1,32,43,93935.1,10504.7492033729,0,0,1,24
"NEFSC-SCUPNWATLC-1960-2007-TERCEIRO","Northeast U.S. Continental Shelf","Stenotomus chrysops","Scup","Northwestern Atlantic Coast",7,1,0,48,NA,17969.8557507211,0,0,0,0
"NEFSC-SDOGATLC-1962-2006-SOSEBEE","Northeast U.S. Continental Shelf","Squalus acanthias","Spiny dogfish","Atlantic Coast",7,2,16,25,NA,24085.8133848198,0,0,0,0
"NEFSC-SFLOUNMATLC-1940-2007-BAUM","Northeast U.S. Continental Shelf","Paralichthys dentatus","Summer flounder","Mid-Atlantic Coast",7,2,26,26,90994.1,14651.5792794435,0,0,0,0
"NEFSC-SHAKEGOMNGB-1955-2005-COL","Northeast U.S. Continental Shelf","Merluccius bilinearis","Silver Hake","Gulf of Maine / Georges Bank",7,1,43,51,35.5039,NA,0,0,1,22
"NEFSC-SHAKESGBMATL-1955-2005-COL","Northeast U.S. Continental Shelf","Merluccius bilinearis","Silver Hake","Southern Georges Bank / Mid-Atlantic",7,1,43,51,125.067,66570.7165224292,1,43,1,43
"NEFSC-STRIPEDBASSGOMCHATT-1982-2006-SHEPHERD","Northeast U.S. Continental Shelf","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras",7,1,0,25,NA,12834.3093939703,0,0,0,0
"NEFSC-SURFMATLC-1965-2008-JACOBSON","Northeast U.S. Continental Shelf","Spisula solidissima","Atlantic surfclam","Mid-Atlantic Coast",7,1,28,13,NA,25450.9578432667,0,0,0,0
"NEFSC-TILEMATLC-1973-2008-NITSCHKE","Northeast U.S. Continental Shelf","Lopholatilus chamaeleonticeps","Tilefish","Mid-Atlantic Coast",7,2,33,36,9364.41,1640.73782031262,0,0,0,0
"NEFSC-WEAKFISHATLC-1981-2008-STANTON","Northeast U.S. Continental Shelf","Cynoscion regalis","Weakfish","Atlantic Coast",7,1,0,28,NA,8840.44000778245,0,0,0,0
"NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE","Northeast U.S. Continental Shelf","Urophycis tenuis","White hake","Gulf of Maine / Georges Bank",7,1,45,45,50198.5,6338.85919716739,0,0,0,0
"NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON","Northeast U.S. Continental Shelf","Scophthalmus aquosus","Windowpane","Gulf of Maine / Georges Bank",7,1,33,33,1.98746,1451.97113298028,1,33,0,4
"NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON","Northeast U.S. Continental Shelf","Scophthalmus aquosus","Windowpane","Southern New England /Mid Atlantic",7,1,33,33,1.16497,2455.85100976168,1,33,1,10
"NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON","Northeast U.S. Continental Shelf","Pseudopleuronectes americanus","Winter Flounder","Georges Bank",7,1,25,26,8113.19,2204.14091757925,0,0,0,0
"NEFSC-WINFLOUND5Y-1982-2008-NITSCHKE","Northeast U.S. Continental Shelf","Pseudopleuronectes americanus","Winter Flounder","Gulf of Maine",7,1,0,26,NA,1917.98486626927,0,0,0,0
"NEFSC-WINFLOUNSNEMATL-1940-2007-TERCEIRO","Northeast U.S. Continental Shelf","Pseudopleuronectes americanus","Winter Flounder","Southern New England /Mid Atlantic",7,1,27,27,94653.8,8167.07915796452,0,0,1,21
"NEFSC-WITFLOUN5Y-1982-2008-WIGLEY","Northeast U.S. Continental Shelf","Glyptocephalus cynoglossus","Witch Flounder","Gulf of Maine",7,1,0,26,NA,3332.88755327532,0,0,0,0
"NEFSC-YELLCCODGOM-1935-2008-LEGAULT","Northeast U.S. Continental Shelf","Limanda ferruginea","Yellowtail flounder","Cape Cod / Gulf of Maine",7,1,23,73,13580.4,2404.22606112211,0,0,0,0
"NEFSC-YELLGB-1935-2008-BAUM","Northeast U.S. Continental Shelf","Limanda ferruginea","Yellowtail flounder","Georges Bank",7,1,36,73,33208,10680.8057985675,0,0,1,6
"NEFSC-YELLSNEMATL-1935-2008-BAUM","Northeast U.S. Continental Shelf","Limanda ferruginea","Yellowtail Flounder","Southern New England /Mid Atlantic",7,1,35,73,56219.4,16673.1560391158,0,0,1,8
"NIWA-AUSSALMONNZ-1975-2006-JENSEN","New Zealand Shelf","Arripis trutta","Australian salmon","New Zealand",46,1,32,32,22408.1,2792.29444228064,0,0,0,0
"NIWA-OROUGHYNZMEC-1981-2004-JENSEN","New Zealand Shelf","Hoplostethus atlanticus","Orange roughy","New Zealand Mid East Coast",46,1,24,24,131808,7013.40232673807,0,0,0,0
"NMFS-MENATLAN-1940-2005-STANTON","Northeast U.S. Continental Shelf","Brevoortia tyrannus","Atlantic menhaden","Atlantic",7,3,51,66,1479280,372220.743773961,0,0,0,0
"NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","California Current","Reinhardtius stomias","Arrowtooth flounder","Pacific Coast",3,2,92,92,48858.4,3961.21942549541,0,0,0,0
"NWFSC-BGROCKPCOAST-1950-2005-STANTON","California Current","Sebastes melanostomus","Blackgill rockfish","Pacific Coast",3,1,56,27,16385.6,455.759304517922,0,0,0,0
"NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","California Current","Sebastes melanops","Black rockfish","Northern Pacific Coast",3,1,92,92,6591.31,396.44990347447,0,0,0,0
"NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","California Current","Sebastes melanops","Black rockfish","Southern Pacific Coast",3,1,93,92,14544.9,777.526334117465,0,0,0,0
"NWFSC-BLUEROCKCAL-1916-2007-BRANCH","California Current","Sebastes mystinus","Blue rockfish","California",3,1,92,92,6681.9,427.993636575536,0,0,0,0
"NWFSC-BOCACCSPCOAST-1951-2006-BRANCH","California Current","Sebastes paucispinis","Bocaccio","Southern Pacific Coast",3,1,56,56,33390.9,3505.69503977926,0,0,1,8
"NWFSC-CHILISPCOAST-1892-2007-BRANCH","California Current","Sebastes goodei","Chilipepper","Southern Pacific Coast",3,1,116,115,22913.7,2158.27708500134,0,0,0,0
"NWFSC-COWCODSCAL-1900-2007-BRANCH","California Current","Sebastes levis","Cowcod","Southern California",3,1,108,108,2537.55,149.268183209234,0,0,1,22
"NWFSC-CROCKPCOAST-1916-2009-Stachura","California Current","Sebastes pinniger","Canary rockfish","Pacific Coast",3,1,94,93,34258.4,2255.3224540137,0,0,0,0
"NWFSC-DKROCKPCOAST-1928-2007-BRANCH","California Current","Sebastes crameri","Darkblotched rockfish","Pacific Coast",3,1,80,79,17023.4,926.896794563589,0,0,0,0
"NWFSC-ESOLEPCOAST-1876-2007-BRANCH","California Current","Parophrys vetulus","English sole","Pacific Coast",3,1,132,131,34901.5,3727.11608920951,0,0,0,0
"NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON","California Current","Hexagrammos decagrammus","Kelp greenling","Oregon Coast",3,1,27,25,750.658,49.2409903848788,0,0,0,0
"NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH","California Current","Raja rhina","Longnose skate","Pacific Coast",3,1,93,93,45714.6,1040.711609903,0,0,0,0
"NWFSC-LSTHORNHPCOAST-1962-2005-STANTON","California Current","Sebastolobus altivelis","Longspine thornyhead","Pacific Coast",3,1,42,41,114779,3157.4939802319,0,0,0,0
"NWFSC-PHAKEPCOAST-1966-2008-BRANCH","California Current","Merluccius productus","Pacific hake","Pacific Coast",3,2,43,42,4860850,298265.452569612,0,0,0,0
"NWFSC-POPERCHPCOAST-1953-2007-BRANCH","California Current","Sebastes alutus","Pacific ocean perch","Pacific Coast",3,1,52,51,4.64e+16,3936.70951037178,0,0,1,52
"NWFSC-PSOLENPCOAST-1910-2005-STANTON","California Current","Eopsetta jordani","Petrale sole","Northern Pacific Coast",3,1,96,95,12444,1553.88004721109,0,0,0,0
"NWFSC-PSOLESPCOAST-1874-2005-STANTON","California Current","Eopsetta jordani","Petrale sole","Southern Pacific Coast",3,1,132,129,14116.6,1389.3109408801,0,0,0,0
"NWFSC-SABLEFPCOAST-1900-2007-BRANCH","California Current","Anoplopoma fimbria","Sablefish","Pacific Coast",3,1,108,108,231832,10194.0621068088,0,0,0,0
"NWFSC-SSTHORNHPCOAST-1901-2005-STANTON","California Current","Sebastolobus alascanus","Shortspine thornyhead","Pacific Coast",3,1,105,43,93268.1,2160.24084622367,0,0,0,0
"NWFSC-WROCKPCOAST-1955-2006-BRANCH","California Current","Sebastes entomelas","Widow rockfish","Pacific Coast",3,1,49,49,131549,7944.34567299753,0,0,0,0
"NWFSC-YEYEROCKPCOAST-1923-2006-BRANCH","California Current","Sebastes ruberrimus","Yelloweye rockfish","Pacific Coast",3,1,84,84,3444.44,224.369319392239,0,0,0,0
"NWFSC-YTROCKNPCOAST-1967-2005-STANTON","California Current","Sebastes flavidus","Yellowtail rockfish","Northern Pacific Coast",3,1,39,39,99442.1,5319.27354496827,0,0,0,0
"NWWG-CAPEICE-1977-2007-MINTO","Iceland Shelf","Mallotus villosus","Capelin","Iceland Grounds",59,1,29,30,2423830,881059.165599207,0,0,0,0
"NWWG-CODFAPL-1959-2006-MINTO","Faroe Plateau","Gadus morhua","Atlantic cod","Faroe Plateau",60,1,46,46,99317.4,24637.9346980409,0,0,0,0
"NWWG-CODICE-1952-2006-MINTO","Iceland Shelf","Gadus morhua","Atlantic cod","Iceland Grounds",59,1,52,52,1475000,373274.375868865,0,0,0,0
"NWWG-HADFAPL-1955-2006-MINTO","Faroe Plateau","Melanogrammus aeglefinus","Haddock","Faroe Plateau",60,1,50,50,95793.6,21340.5776400717,0,0,0,0
"NWWG-HADICE-1977-2007-MINTO","Iceland Shelf","Melanogrammus aeglefinus","Haddock","Iceland Grounds",59,1,29,29,411348,77535.4590127664,0,0,0,0
"NWWG-POLLFAPL-1958-2006-MINTO","Faroe Plateau","Pollachius virens","Pollock","Faroe Plateau",60,1,46,46,240557,50248.713572762,0,0,0,0
"NZMFishDEEPWATER-BLACKOREOWECR-1973-2007-JENSEN","New Zealand Shelf","Allocyttus niger","Black oreo","West end of Chatham Rise",46,1,35,35,112286,4233.60077963591,0,0,0,0
"NZMFishDEEPWATER-SMOOTHOREOCR-1979-2006-JENSEN","New Zealand Shelf","Pseudocyttus maculatus","Smooth oreo","Chatham Rise",46,1,28,28,144956,6140.83067963786,0,0,0,0
"NZMFishDEEPWATER-SMOOTHOREOWECR-1973-2004-JENSEN","New Zealand Shelf","Pseudocyttus maculatus","Smooth oreo","West end of Chatham Rise",46,1,32,32,62066.6,3643.84384038918,0,0,0,0
"NZMFishHOKIWG-HOKIENZ-1972-2007-FRANCIS","New Zealand Shelf","Macruronus novaezelandiae","Hoki","Eastern New Zealand",46,1,36,36,660648,58136.7204734936,0,0,0,0
"NZMFishHOKIWG-HOKIWNZ-1972-2007-FRANCIS","New Zealand Shelf","Macruronus novaezelandiae","Hoki","Western New Zealand",46,1,36,36,1083490,110378.424653919,0,0,0,0
"NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN","New Zealand Shelf","Chrysophrys auratus","New Zealand snapper","New Zealand Area 8 (Auckland and Central West)",46,1,75,75,53383.8,3860.20904591259,0,0,1,15
"NZMFishINSHOREWG-TREVALLYTRE7-1944-2005-JENSEN","New Zealand Shelf","Pseudocaranx dentex","Trevally","New Zealand Areas TRE 7",46,1,62,62,31283.1,2552.87032225271,0,0,0,0
"NZMFishLOBSTERWG-RROCKLOBSTERCRA1-1945-2001-JENSEN","New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,57,57,1550.94,269.011857980647,0,0,0,0
"NZMFishLOBSTERWG-RROCKLOBSTERCRA2-1945-2001-JENSEN","New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,57,57,2233.71,458.465851415127,0,0,1,2
"NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2007-JENSEN","New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,63,63,1117.87,448.915502670277,0,0,1,10
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,61,61,2453.88,781.546280764319,0,0,0,0
"NZMFishLOBSTERWG-RROCKLOBSTERCRA5-1945-2002-JENSEN","New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,58,58,4205.56,528.950120767142,0,0,1,14
"NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1976-2005-JENSEN","New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,30,30,558.312,249.477315692319,0,0,1,5
"NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1976-2005-JENSEN","New Zealand Shelf","Jasus edwardsii",NA,NA,46,1,30,30,3342.21,1465.34257080912,0,0,0,0
"NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN","New Zealand Shelf","Rexea solandri","common gemfish","New Zealand",46,1,55,55,1.12e+15,1254.02081026939,0,0,1,55
"NZMFishMIDDEPTHSWG-NZLINGLIN3-4-1972-2007-JENSEN","New Zealand Shelf","Genypterus blacodes","Ling","New Zealand Areas LIN 3 and 4",46,1,36,36,91878.3,5286.39502138328,0,0,0,0
"NZMFishMIDDEPTHSWG-NZLINGLIN5-6-1972-2007-JENSEN","New Zealand Shelf","Genypterus blacodes","Ling","New Zealand Areas LIN 5 and 6",46,1,36,36,168477,8566.35079294122,0,0,0,0
"NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN","New Zealand Shelf","Genypterus blacodes","Ling","New Zealand Areas LIN 6b",46,1,27,27,8746.48,583.112424870198,0,0,0,0
"NZMFishMIDDEPTHSWG-NZLINGLIN72-1972-2007-JENSEN","New Zealand Shelf","Genypterus blacodes","Ling","New Zealand Areas LIN 72",46,1,36,36,4700.54,447.152570734111,0,0,0,0
"NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1972-2008-JENSEN","New Zealand Shelf","Genypterus blacodes","Ling","New Zealand Areas LIN 7WC-WCSI",46,1,37,37,51353.8,2279.75982734496,0,0,0,0
"NZMFishMIDDEPTHSWG-SBWHITACIR-1979-2006-JENSEN","New Zealand Shelf","Micromesistius australis","Southern blue whiting","New Zealand - Campbell Island Rise",46,1,28,28,73932.1,22956.872122942,0,0,0,0
"NZMFishMIDDEPTHSWG-SOUTHHAKECR-1975-2006-JENSEN","New Zealand Shelf","Merluccius australis","Southern hake","Chatham Rise",46,1,32,32,43967.4,2159.05890222888,0,0,0,0
"NZMFishMIDDEPTHSWG-SOUTHHAKESA-1975-2007-JENSEN","New Zealand Shelf","Merluccius australis","Southern hake","Sub-Antarctic",46,1,33,33,61222.2,2571.70782224541,0,0,0,0
"NZMFishSHELLFISHWG-PAUAPAU5A-1964-2006-JENSEN","New Zealand Shelf","Haliotis iris",NA,NA,46,1,43,42,704.538,146.371367397991,0,0,0,0
"NZMFishSHELLFISHWG-PAUAPAU5B-1963-2007-JENSEN","New Zealand Shelf","Haliotis iris",NA,NA,46,1,45,44,1539.47,186.26248789734,0,0,0,0
"NZMFishSHELLFISHWG-PAUAPAU5D-1964-2006-JENSEN","New Zealand Shelf","Haliotis iris",NA,NA,46,1,43,42,904.785,156.729857226299,0,0,0,0
"NZMFishSHELLFISHWG-PAUAPAU7-1964-2008-JENSEN","New Zealand Shelf","Haliotis iris",NA,NA,46,1,45,44,1977.12,240.860032377916,0,0,0,0
"PFMC-LINGCODNPCOAST-1956-2005-STANTON","California Current","Ophiodon elongatus","Lingcod","Northern Pacific Coast",3,1,0,49,NA,1646.61646584534,0,0,0,0
"PFMC-LINGCODSPCOAST-1956-2005-STANTON","California Current","Ophiodon elongatus","Lingcod","Southern Pacific Coast",3,1,0,49,NA,1458.60960474546,0,0,0,0
"RIDEM-LOBSTERRI-1959-2007-COLLIE","Northeast U.S. Continental Shelf","Homarus americanus","American lobster","Rhode Island",7,1,49,48,5744.06,1382.89327978625,0,0,1,8
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Northeast U.S. Continental Shelf","Tautoga onitis","Tautog","Rhode Island",7,1,49,48,1478.22,350.196167761935,0,0,0,0
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Northeast U.S. Continental Shelf","Pseudopleuronectes americanus","Winter flounder","Rhode Island",7,1,49,48,38868.4,989.303393707043,0,0,1,49
"SEFSC-BHEADSHARATL-1950-2005-FAUCONNET","Southeast U.S. Continental Shelf","Sphyrna tiburo","Bonnethead shark","Atlantic",6,2,56,56,1971.88,267.672276764641,0,0,0,0
"SEFSC-BNOSESHARATL-1950-2005-FAUCONNET","Southeast U.S. Continental Shelf","Carcharhinus acronotus","Blacknose shark","Atlantic",6,2,56,0,NA,NA,0,0,0,0
"SEFSC-BTIPSHARATL-1981-2004-FAUCONNET","Southeast U.S. Continental Shelf","Carcharhinus limbatus","Blacktip shark","Atlantic",6,2,24,24,25627.7,47.0987742814621,0,0,0,0
"SEFSC-BTIPSHARGM-1981-2004-FAUCONNET","Gulf of Mexico","Carcharhinus limbatus","Blacktip shark","Gulf of Mexico",5,1,24,24,12230.6,216.275735518557,0,0,0,0
"SEFSC-FTOOTHSHARATL-1976-2005-FAUCONNET","Southeast U.S. Continental Shelf","Carcharhinus isodon","Finetooth shark","Atlantic",6,2,30,0,NA,NA,0,0,0,0
"SEFSC-GAGGM-1963-2004-JENSEN","Gulf of Mexico","Mycteroperca microlepis","Gag","Gulf of Mexico",5,1,42,42,13767.4,3399.60010074798,0,0,0,0
"SEFSC-GAGSATLC-1962-2005-JENSEN","Southeast U.S. Continental Shelf","Mycteroperca microlepis","Gag","Southern Atlantic coast",6,1,43,0,NA,NA,0,0,0,0
"SEFSC-GRAMBERGM-1986-2004-JENSEN","Gulf of Mexico","Seriola dumerili","Greater amberjack","Gulf of Mexico",5,1,19,19,NA,1980.64849517974,0,0,0,0
"SEFSC-GRAMBERSATLC-1946-2006-JENSEN","Southeast U.S. Continental Shelf","Seriola dumerili","Greater amberjack","Southern Atlantic coast",6,1,61,0,NA,NA,0,0,0,0
"SEFSC-GTRIGGM-1981-2004-JENSEN","Gulf of Mexico","Balistes capriscus","Gray triggerfish","Gulf of Mexico",5,1,0,0,NA,NA,0,0,0,0
"SEFSC-KMACKGM-1992-2001-JENSEN","Gulf of Mexico","Scomberomorus cavalla","King Mackerel","Gulf of Mexico",5,1,10,10,NA,4334.0574166441,0,0,0,0
"SEFSC-KMACKSATLC-1981-2001-JENSEN","Southeast U.S. Continental Shelf","Scomberomorus cavalla","King Mackerel","Southern Atlantic coast",6,1,10,21,NA,3558.79161602357,0,0,0,0
"SEFSC-MENATGM-1964-2004-GILROY","Gulf of Mexico","Brevoortia patronus","Gulf menhaden","Gulf of Mexico",5,1,41,41,2442840,595819.821811097,0,0,0,0
"SEFSC-MUTSNAPSATLCGM-1981-2006-JENSEN","Southeast U.S. Continental Shelf","Lutjanus analis","Mutton snapper","Southern Atlantic coast and Gulf of Mexico",6,2,26,0,NA,NA,0,0,0,0
"SEFSC-RGROUPGM-1986-2005-JENSEN","Gulf of Mexico","Epinephelus morio","Red grouper","Gulf of Mexico",5,1,20,20,239884,3891.32461995556,0,0,1,20
"SEFSC-RPORGYSATLC-1972-2004-JENSEN","Southeast U.S. Continental Shelf","Pagrus pagrus","Red porgy","Southern Atlantic coast",6,1,33,33,4660.04,470.162700039496,0,0,0,0
"SEFSC-RSNAPEGM-1872-2003-STANTON","Gulf of Mexico","Lutjanus campechanus","Red snapper","Eastern Gulf of Mexico",5,1,0,132,NA,1949.91009657141,0,0,0,0
"SEFSC-RSNAPSATLC-1945-2006-JENSEN","Southeast U.S. Continental Shelf","Lutjanus campechanus","Red snapper","Southern Atlantic coast",6,1,62,0,NA,NA,0,0,0,0
"SEFSC-RSNAPWGM-1880-2003-STANTON","Gulf of Mexico","Lutjanus campechanus","Red snapper","Western Gulf of Mexico",5,1,0,124,NA,2422.46830548905,0,0,0,0
"SEFSC-SBARSHARATL-1975-2004-FAUCONNET","Scotian Shelf","Carcharhinus plumbeus","Sandbar shark","Atlantic",8,2,30,24,2.29e+15,123.999640918719,0,0,1,30
"SEFSC-SNOSESHARATL-1950-2005-FAUCONNET","Southeast U.S. Continental Shelf","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Atlantic",6,2,0,56,NA,500.009908836656,0,0,0,0
"SEFSC-SNOWGROUPSATLC-1961-2002-STANTON","Southeast U.S. Continental Shelf","Epinephelus niveatus","Snowy grouper","Southern Atlantic coast",6,1,42,41,2103.64,181.1280009124,0,0,0,0
"SEFSC-SPANMACKSATLC-1950-2008-JENSEN","Southeast U.S. Continental Shelf","Scomberomorus maculatus","Spanish mackerel","Southern Atlantic coast",6,1,59,58,34166.5,6414.58407956581,0,0,0,0
"SEFSC-TILESATLC-1961-2002-STANTON","Southeast U.S. Continental Shelf","Lopholatilus chamaeleonticeps","Tilefish","Southern Atlantic coast",6,1,42,41,3472.64,343.672175641753,0,0,0,0
"SEFSC-VSNAPGM-1981-2004-JENSEN","Gulf of Mexico","Rhomboplites aurorubens","Vermilion snapper","Gulf of Mexico",5,1,0,24,NA,1294.60419610101,0,0,0,0
"SEFSC-VSNAPSATLC-1946-2008-STANTON","Southeast U.S. Continental Shelf","Rhomboplites aurorubens","Vermilion snapper","Southern Atlantic coast",6,1,63,50,4031.9,475.902355830579,0,0,0,0
"SEFSC-YTSNAPSATLC-1962-2001-STANTON","Southeast U.S. Continental Shelf","Ocyurus chrysurus","Yellowtail snapper","Southern Atlantic coast",6,1,0,40,NA,768.535266682037,0,0,0,0
"SFI-WPOLLNSO-1985-1994-JENSEN","Sea of Okhotsk","Theragra chalcogramma","Walleye pollock","Northern Sea of Okhotsk",52,1,10,8,NA,1620810.61984414,0,0,0,0
"SPC-ALBASPAC-1959-2006-JENSEN","Pacific High Seas","Thunnus alalunga","Albacore tuna","South Pacific Ocean",-99,1,48,48,538957,56237.831768312,0,0,0,0
"SPC-BIGEYEWPO-1952-2006-JENSEN","Pacific High Seas","Thunnus obesus","Bigeye tuna","Western Pacific Ocean",-99,1,55,55,501459,113911.170778968,0,0,0,0
"SPC-SKJCWPAC-1972-2006-JENSEN","Pacific High Seas","Katsuwonus pelamis","Skipjack tuna","Central Western Pacific",-99,1,35,35,5850390,1101670.98262238,0,0,0,0
"SPC-STMARLINSWPO-1950-2003-JENSEN","Pacific High Seas","Kajikia audax","Striped marlin","Western Pacific Ocean",-99,1,54,54,18260.9,3046.42508330586,0,0,0,0
"SPC-YFINCWPAC-1952-2005-JENSEN","Pacific High Seas","Thunnus albacares","Yellowfin tuna","Central Western Pacific",-99,1,54,54,2494860,402120.019228144,0,0,0,0
"SPRFMO-CHTRACCH-1950-2010-RICARD","Humboldt Current","Trachurus murphyi","Chilean jack mackerel","Chilean EEZ and offshore",13,1,41,61,35673600,2261213.26506271,0,0,1,8
"SWFSC-CALSCORPSCAL-1990-2005-STANTON","California Current","Scorpaena guttata","California scorpionfish","Southern California",3,1,11,0,NA,NA,0,0,0,0
"SWFSC-CMACKPCOAST-1929-2008-PINSKY","California Current","Scomber japonicus","Pacific chub mackerel","Pacific Coast",3,1,0,80,NA,31539.6360544917,0,0,0,0
"SWFSC-DSOLEPCOAST-1910-2005-STANTON","California Current","Microstomus pacificus","Dover sole","Pacific Coast",3,1,96,95,281000,14824.5145419559,0,0,0,0
"SWFSC-GOPHERSPCOAST-1965-2005-STANTON","California Current","Sebastes carnatus","Gopher rockfish","Southern Pacific Coast",3,1,41,40,5659.13,98.2755828354932,0,0,0,0
"SWFSC-SARDPCOAST-1981-2007-PINSKY","California Current","Sardinops sagax","Pacific sardine","Pacific Coast",3,2,27,10,NA,136299.365718817,1,7,0,0
"SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH","California Current","Sebastes jordani","Shortbelly rockfish","Pacific Coast",3,1,56,56,4.78e-06,801.815495072988,0,0,0,0
