75
109631
231.6 109610
257.27 109631
340.54 109608
393.8 109483
267.07 109289
253.14 109217
292.01 109153
285.27 109044
220.94 108938
225.01 108897
238.68 108852
207.95 108792
227.61 108763
216.08 108715
300.55 108678
427.02 108552
444.28 108294
409.95 108017
516.02 107778
594.49 107432
639.36 107008
644.62 106542
1591.89 106075
1563.56 104627
1643.23 103208
1733.69 101714
2188.96 100140
1710.63 98111.8
2213.9 96604.7
2305.57 94606.7
2288.03 92545.5
2445.7 90540.3
2580.57 88413.6
2338.64 86191
4267.11 84268.9
4944.37 80438.2
4614.84 75973
4408.91 71925.9
4958.98 68181.9
4773.44 63953.4
4903.51 60005.6
6040.38 56010.5
6464.45 50895.8
8039.32 46680.2
6907.38 40136.3
9376.26 35534
7384.72 27516.2
5459.19 22640.1
4412.05 18502.2
4230.12 17949.9
4046.99 15297.2
3430.66 13001.8
2448.33 10907.3
2345.59 9849.12
2134.86 9100.27
2477.33 7924.3
1270.1 7570.19
1832.96 9284.18
1974.53 11463.1
2005 11619.2
2124.8 12406.4
1910.4 12033.6
1997.31 10503.1
1997.2 10920.6
1877.4 10923.5
2014.81 10588.8
2074.81 10292.7
2048.43 10430.9
2099.8 10612
2065.68 10437.5
2093.94 10784.2
2034.43 10344.1
2010.74 9804.87
2133 9577.47
1950 8310.14
