"","ASSESSID","X.1","X","LME_NAME","ADMB_BMSY","BRP_BMSY","BRP_SSBMSY","NUM_TOTAL","NUM_SSB","SCIENTIFICNAME","UMSY","FMSY","LME_NUMBER","LME_COUNT","final_analysis","upper_thresh","C_msy","collapse_brp_bmsy","collapse_brp_ssbmsy","collapse_cmsy","collapse_admb","TS_LENGTH","short_ID","BMSY"
"226","NZMFishMIDDEPTHSWG-NZLINGLIN3-4-1972-2007-JENSEN",226,226,"New Zealand Shelf",91878.3,NA,30157.781,36,36,"Genypterus blacodes",NA,0.354,46,1,1,NA,5.28639502138328,NA,0,0,0,36,"NZMFishMIDDEPTHSWG185",FALSE
"227","NZMFishMIDDEPTHSWG-NZLINGLIN5-6-1972-2007-JENSEN",227,227,"New Zealand Shelf",168477,NA,48407.352,36,36,"Genypterus blacodes",NA,0.314,46,1,1,NA,8.56635079294122,NA,0,0,0,36,"NZMFishMIDDEPTHSWG186",FALSE
"228","NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN",228,228,"New Zealand Shelf",8746.48,NA,3014.0994,27,27,"Genypterus blacodes",NA,0.308,46,1,1,NA,0.583112424870198,NA,0,0,0,27,"NZMFishMIDDEPTHSWG187",FALSE
"229","NZMFishMIDDEPTHSWG-NZLINGLIN72-1972-2007-JENSEN",229,229,"New Zealand Shelf",4700.54,NA,1700.080512,36,36,"Genypterus blacodes",NA,0.246,46,1,1,NA,0.447152570734111,NA,0,0,0,36,"NZMFishMIDDEPTHSWG188",FALSE
"230","NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1972-2008-JENSEN",230,230,"New Zealand Shelf",51353.8,NA,28029.9456,37,37,"Genypterus blacodes",NA,0.202,46,1,1,NA,2.27975982734496,NA,0,0,0,37,"NZMFishMIDDEPTHSWG189",FALSE
"231","NZMFishMIDDEPTHSWG-SBWHITACIR-1979-2006-JENSEN",231,231,"New Zealand Shelf",73932.1,NA,52105.0464,28,28,"Micromesistius australis",NA,0.328,46,1,1,NA,22.956872122942,NA,0,0,0,28,"NZMFishMIDDEPTHSWG190",FALSE
"232","NZMFishMIDDEPTHSWG-SOUTHHAKECR-1975-2006-JENSEN",232,232,"New Zealand Shelf",43967.4,NA,7786.9455,32,32,"Merluccius australis",NA,0.29,46,1,1,NA,2.15905890222888,NA,0,0,0,32,"NZMFishMIDDEPTHSWG191",FALSE
"233","NZMFishMIDDEPTHSWG-SOUTHHAKESA-1975-2007-JENSEN",233,233,"New Zealand Shelf",61222.2,NA,14153.0846,33,33,"Merluccius australis",NA,0.307,46,1,1,NA,2.57170782224541,NA,0,0,0,33,"NZMFishMIDDEPTHSWG192",FALSE
"234","NZMFishSHELLFISHWG-PAUAPAU5A-1964-2006-JENSEN",234,234,"New Zealand Shelf",704.538,NA,NA,43,43,"Haliotis iris",NA,NA,46,1,1,NA,0.146371367397991,NA,NA,0,0,43,"NZMFishSHELLFISHWG193",FALSE
"235","NZMFishSHELLFISHWG-PAUAPAU5B-1963-2007-JENSEN",235,235,"New Zealand Shelf",1539.47,NA,NA,45,45,"Haliotis iris",NA,NA,46,1,1,NA,0.18626248789734,NA,NA,0,0,45,"NZMFishSHELLFISHWG194",FALSE
"236","NZMFishSHELLFISHWG-PAUAPAU5D-1964-2006-JENSEN",236,236,"New Zealand Shelf",904.785,NA,NA,43,43,"Haliotis iris",NA,NA,46,1,1,NA,0.156729857226299,NA,NA,0,0,43,"NZMFishSHELLFISHWG195",FALSE
"237","NZMFishSHELLFISHWG-PAUAPAU7-1964-2008-JENSEN",237,237,"New Zealand Shelf",1977.12,NA,NA,45,45,"Haliotis iris",NA,NA,46,1,1,NA,0.240860032377916,NA,NA,0,0,45,"NZMFishSHELLFISHWG196",FALSE
"238","PFMC-LINGCODNPCOAST-1956-2005-STANTON",238,238,"California Current",NA,NA,NA,0,50,"Ophiodon elongatus",NA,NA,3,1,1,NA,1.64661646584534,NA,NA,0,NA,50,NA,NA
"239","PFMC-LINGCODSPCOAST-1956-2005-STANTON",239,239,"California Current",NA,NA,NA,0,50,"Ophiodon elongatus",NA,NA,3,1,1,NA,1.45860960474546,NA,NA,0,NA,50,NA,NA
"240","RIDEM-LOBSTERRI-1959-2007-COLLIE",240,240,"Northeast U.S. Continental Shelf",5744.06,5662,NA,49,0,"Homarus americanus",NA,0.442,7,1,1,NA,1.38289327978625,1,NA,0,1,49,"RIDEM197",FALSE
"241","RIDEM-TAUTOGRI-1959-2007-COLLIE",241,241,"Northeast U.S. Continental Shelf",1478.22,1562,NA,49,0,"Tautoga onitis",NA,0.292,7,1,1,NA,0.350196167761935,0,NA,0,0,49,"RIDEM198",FALSE
"242","RIDEM-WINFLOUNDRI-1959-2007-COLLIE",242,242,"Northeast U.S. Continental Shelf",38868.4,5478,NA,49,0,"Pseudopleuronectes americanus",NA,0.266,7,1,1,10444.0434,0.989303393707043,1,NA,0,1,49,"RIDEM199",FALSE
"243","SEFSC-BHEADSHARATL-1950-2005-FAUCONNET",243,243,"Southeast U.S. Continental Shelf",1971.88,NA,NA,56,0,"Sphyrna tiburo",NA,0.31,6,2,1,NA,0.267672276764641,NA,NA,0,0,56,"SEFSC200",FALSE
"244","SEFSC-BNOSESHARATL-1950-2005-FAUCONNET",244,244,"Southeast U.S. Continental Shelf",NA,NA,NA,56,0,"Carcharhinus acronotus",NA,0.07,6,2,0,NA,NA,NA,NA,NA,NA,56,NA,NA
"245","SEFSC-BTIPSHARATL-1981-2004-FAUCONNET",245,245,"Southeast U.S. Continental Shelf",25627.7,NA,NA,24,0,"Carcharhinus limbatus",NA,0.2,6,2,1,NA,0.0470987742814621,NA,NA,0,0,24,"SEFSC201",FALSE
"246","SEFSC-BTIPSHARGM-1981-2004-FAUCONNET",246,246,"Gulf of Mexico",12230.6,NA,NA,24,0,"Carcharhinus limbatus",NA,0.2,5,1,1,NA,0.216275735518557,NA,NA,0,0,24,"SEFSC202",FALSE
"247","SEFSC-FTOOTHSHARATL-1976-2005-FAUCONNET",247,247,"Southeast U.S. Continental Shelf",NA,NA,NA,30,0,"Carcharhinus isodon",NA,0.03,6,2,0,NA,NA,NA,NA,NA,NA,30,NA,NA
"248","SEFSC-GAGGM-1963-2004-JENSEN",248,248,"Gulf of Mexico",13767.4,NA,12383.06,42,42,"Mycteroperca microlepis",NA,0.201,5,1,1,NA,3.39960010074798,NA,0,0,0,42,"SEFSC203",FALSE
"249","SEFSC-GAGSATLC-1962-2005-JENSEN",249,249,"Southeast U.S. Continental Shelf",NA,NA,3594.7166,43,44,"Mycteroperca microlepis",NA,0.237,6,1,1,NA,NA,NA,0,NA,NA,44,NA,NA
"250","SEFSC-GRAMBERGM-1986-2004-JENSEN",250,250,"Gulf of Mexico",NA,NA,4024.721816,19,0,"Seriola dumerili",NA,0.5679,5,1,0,NA,1.98064849517974,NA,0,0,NA,19,NA,NA
"251","SEFSC-GRAMBERSATLC-1946-2006-JENSEN",251,251,"Southeast U.S. Continental Shelf",NA,5491,1940,61,61,"Seriola dumerili",NA,0.433,6,1,1,NA,NA,0,0,NA,NA,61,NA,NA
"252","SEFSC-GTRIGGM-1981-2004-JENSEN",252,252,"Gulf of Mexico",NA,NA,NA,0,24,"Balistes capriscus",NA,0.45,5,1,1,NA,NA,NA,NA,NA,NA,24,NA,NA
"253","SEFSC-KMACKGM-1992-2001-JENSEN",253,253,"Gulf of Mexico",NA,NA,NA,10,10,"Scomberomorus cavalla",NA,0.269,5,1,1,NA,4.3340574166441,NA,NA,0,NA,10,NA,NA
"254","SEFSC-KMACKSATLC-1981-2001-JENSEN",254,254,"Southeast U.S. Continental Shelf",NA,NA,NA,10,10,"Scomberomorus cavalla",NA,0.29,6,1,1,NA,3.55879161602357,NA,NA,0,NA,10,NA,NA
"255","SEFSC-MENATGM-1964-2004-GILROY",255,255,"Gulf of Mexico",2442840,NA,NA,41,41,"Brevoortia patronus",NA,NA,5,1,1,NA,595.819821811097,NA,NA,0,0,41,"SEFSC204",FALSE
"256","SEFSC-MUTSNAPSATLCGM-1981-2006-JENSEN",256,256,"Southeast U.S. Continental Shelf",NA,NA,6296,26,26,"Lutjanus analis",NA,0.34,6,2,1,NA,NA,NA,0,NA,NA,26,NA,NA
"257","SEFSC-RGROUPGM-1986-2005-JENSEN",257,257,"Gulf of Mexico",239884,NA,NA,20,0,"Epinephelus morio",NA,0.22,5,1,1,80568.24,3.89132461995556,NA,NA,0,0,20,"SEFSC205",FALSE
"258","SEFSC-RPORGYSATLC-1972-2004-JENSEN",258,258,"Southeast U.S. Continental Shelf",4660.04,NA,3236.02,33,33,"Pagrus pagrus",NA,0.2,6,1,1,NA,0.470162700039496,NA,0,0,0,33,"SEFSC206",FALSE
"259","SEFSC-RSNAPEGM-1872-2003-STANTON",259,259,"Gulf of Mexico",NA,NA,1236505.489,0,44,"Lutjanus campechanus",NA,NA,5,1,1,NA,1.94991009657141,NA,0,0,NA,44,NA,NA
"260","SEFSC-RSNAPSATLC-1945-2006-JENSEN",260,260,"Southeast U.S. Continental Shelf",NA,NA,5184,62,62,"Lutjanus campechanus",NA,0.112,6,1,1,NA,NA,NA,1,NA,NA,62,NA,NA
"261","SEFSC-RSNAPWGM-1880-2003-STANTON",261,261,"Gulf of Mexico",NA,NA,1236505.489,0,20,"Lutjanus campechanus",NA,NA,5,1,1,NA,2.42246830548905,NA,0,0,NA,20,NA,NA
"262","SEFSC-SBARSHARATL-1975-2004-FAUCONNET",262,262,"Scotian Shelf",2.28699e+15,NA,NA,30,0,"Carcharhinus plumbeus",NA,0.015,8,2,1,7357.46,0.123999640918719,NA,NA,0,0,30,"SEFSC207",FALSE
"263","SEFSC-SNOSESHARATL-1950-2005-FAUCONNET",263,263,"Southeast U.S. Continental Shelf",NA,NA,NA,0,0,"Rhizoprionodon terraenovae",NA,0.19,6,2,1,NA,0.500009908836656,NA,NA,0,NA,0,NA,NA
"264","SEFSC-SNOWGROUPSATLC-1961-2002-STANTON",264,264,"Southeast U.S. Continental Shelf",2103.64,2481,2116,42,42,"Epinephelus niveatus",0.037,0.05,6,1,1,NA,0.1811280009124,0,0,0,0,42,"SEFSC208",FALSE
"265","SEFSC-SPANMACKSATLC-1950-2008-JENSEN",265,265,"Southeast U.S. Continental Shelf",34166.5,40288,15027,59,58,"Scomberomorus maculatus",NA,0.352,6,1,1,NA,6.41458407956581,0,0,0,0,59,"SEFSC209",FALSE
"266","SEFSC-TILESATLC-1961-2002-STANTON",266,266,"Southeast U.S. Continental Shelf",3472.64,2611.4,879.4,42,42,"Lopholatilus chamaeleonticeps",0.035,0.043,6,1,1,NA,0.343672175641753,0,0,0,0,42,"SEFSC210",FALSE
"267","SEFSC-VSNAPGM-1981-2004-JENSEN",267,267,"Gulf of Mexico",NA,NA,NA,0,24,"Rhomboplites aurorubens",NA,0.81,5,1,1,NA,1.29460419610101,NA,NA,0,NA,24,NA,NA
"268","SEFSC-VSNAPSATLC-1946-2008-STANTON",268,268,"Southeast U.S. Continental Shelf",4031.9,3300,NA,63,62,"Rhomboplites aurorubens",NA,0.386,6,1,1,NA,0.475902355830579,0,NA,0,0,63,"SEFSC211",FALSE
"269","SEFSC-YTSNAPSATLC-1962-2001-STANTON",269,269,"Southeast U.S. Continental Shelf",NA,NA,4913,0,21,"Ocyurus chrysurus",NA,0.36,6,1,1,NA,0.768535266682037,NA,0,0,NA,21,NA,NA
"270","SFI-WPOLLNSO-1985-1994-JENSEN",270,270,"Sea of Okhotsk",NA,7600000,NA,10,0,"Theragra chalcogramma",NA,0.27,52,1,1,NA,1620.81061984414,0,NA,0,NA,10,NA,NA
"271","SPC-ALBASPAC-1959-2006-JENSEN",271,271,"Pacific High Seas",538957,NA,40400,48,48,"Thunnus alalunga",0.188,NA,-99,1,1,NA,56.237831768312,NA,0,0,0,48,"SPC212",FALSE
"272","SPC-BIGEYEWPO-1952-2006-JENSEN",272,272,"Pacific High Seas",501459,249600,102200,55,55,"Thunnus obesus",0.2588,NA,-99,1,1,NA,113.911170778968,0,0,0,0,55,"SPC213",FALSE
"273","SPC-SKJCWPAC-1972-2006-JENSEN",273,273,"Pacific High Seas",5850390,NA,894200,35,35,"Katsuwonus pelamis",0.89,NA,-99,1,1,NA,1101.67098262238,NA,0,0,0,35,"SPC214",FALSE
"274","SPC-STMARLINSWPO-1950-2003-JENSEN",274,274,"Pacific High Seas",18260.9,10890,8903,54,54,"Kajikia audax",NA,0.226,-99,1,1,NA,3.04642508330586,0,0,0,0,54,"SPC215",FALSE
"275","SPC-YFINCWPAC-1952-2005-JENSEN",275,275,"Pacific High Seas",2494860,1489000,679800,54,54,"Thunnus albacares",0.2686,NA,-99,1,1,NA,402.120019228144,0,0,0,0,54,"SPC216",FALSE
"276","SPRFMO-CHTRACCH-1950-2010-RICARD",276,276,"Humboldt Current",35673600,NA,NA,41,53,"Trachurus murphyi",NA,NA,13,1,1,NA,2261.21326506271,NA,NA,0,1,53,"SPRFMO217",FALSE
"277","SWFSC-CALSCORPSCAL-1990-2005-STANTON",277,277,"California Current",NA,NA,NA,11,11,"Scorpaena guttata",NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,11,NA,NA
"278","SWFSC-CMACKPCOAST-1929-2008-PINSKY",278,278,"California Current",NA,NA,122357,0,80,"Scomber japonicus",NA,NA,3,1,1,NA,31.5396360544917,NA,0,0,NA,80,NA,NA
"279","SWFSC-DSOLEPCOAST-1910-2005-STANTON",279,279,"California Current",281000,NA,117281,96,96,"Microstomus pacificus",NA,NA,3,1,1,NA,14.8245145419559,NA,0,0,0,96,"SWFSC218",FALSE
"280","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",280,280,"California Current",5659.13,NA,798,41,41,"Sebastes carnatus",0.103,NA,3,1,1,NA,0.0982755828354932,NA,0,0,0,41,"SWFSC219",FALSE
"281","SWFSC-SARDPCOAST-1981-2007-PINSKY",281,281,"California Current",NA,NA,NA,27,27,"Sardinops sagax",NA,0.15,3,2,1,NA,136.299365718817,NA,NA,0,NA,27,NA,NA
"282","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH",282,282,"California Current",4.77998e-06,NA,NA,56,56,"Sebastes jordani",NA,NA,3,1,1,NA,0.801815495072988,NA,NA,0,0,56,"SWFSC220",FALSE
"283","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",283,283,"California Current",7718.91,NA,1930,36,36,"Platichthys stellatus",0.169,NA,3,1,1,NA,0.628155083041596,NA,0,0,0,36,"SWFSC221",FALSE
"284","SWFSC-STFLOUNSPCOAST-1970-2005-STANTON",284,284,"California Current",3129.59,NA,934,36,36,"Platichthys stellatus",0.169,NA,3,1,1,NA,0.331127603490037,NA,0,0,0,36,"SWFSC222",FALSE
"285","TAFI-TASGIANTCRABTAS-1990-2007-JENSEN",285,285,"Southeast Australian Shelf",NA,NA,NA,18,18,"Pseudocarcinus gigas",NA,NA,42,1,1,NA,0.0979030939072126,NA,NA,0,NA,18,NA,NA
"286","VNIRO-WPOLLWBS-1994-2004-JENSEN",286,286,"West Bering Sea",NA,NA,NA,11,0,"Theragra chalcogramma",NA,NA,53,1,0,NA,499.286043378345,NA,NA,0,NA,11,NA,NA
"287","WGBFAS-CODBA2224-1969-2007-JENNINGS",287,287,"Baltic Sea",135573,NA,NA,37,38,"Gadus morhua",NA,NA,23,1,1,NA,38.4098159256325,NA,NA,0,0,38,"WGBFAS223",FALSE
"288","WGBFAS-CODBA2532-1964-2007-JENNINGS",288,288,"Baltic Sea",1263170,NA,NA,41,41,"Gadus morhua",NA,NA,23,1,1,NA,183.715820162301,NA,NA,0,1,41,"WGBFAS224",FALSE
"289","WGBFAS-CODKAT-1970-2006-MINTO",289,289,"North Sea",42492.8,NA,NA,36,36,"Gadus morhua",NA,NA,22,1,1,NA,12.4646845680003,NA,NA,0,1,36,"WGBFAS225",FALSE
"290","WGBFAS-HERR2532-1973-2006-JENNINGS",290,290,"Baltic Sea",1909120,NA,NA,33,33,"Clupea harengus",NA,NA,23,1,1,NA,244.929871779943,NA,NA,0,0,33,"WGBFAS226",FALSE
"291","WGBFAS-HERR30-1972-2007-JENNINGS",291,291,"Baltic Sea",358191,NA,NA,34,34,"Clupea harengus",NA,NA,23,1,1,NA,56.9377163026741,NA,NA,0,0,34,"WGBFAS227",FALSE
"292","WGBFAS-HERR31-1979-2006-JENNINGS",292,292,"Baltic Sea",58098.2,NA,NA,27,27,"Clupea harengus",NA,NA,23,1,1,NA,6.74178774671137,NA,NA,0,0,27,"WGBFAS228",FALSE
"293","WGBFAS-HERRIsum-1983-2007-JENNINGS",293,293,"Iceland Shelf",1371450,NA,NA,22,22,"Clupea harengus",NA,NA,59,1,1,NA,108.761565156185,NA,NA,0,0,22,"WGBFAS229",FALSE
"294","WGBFAS-HERRRIGA-1976-2007-JENNINGS",294,294,"Baltic Sea",117463,NA,NA,30,31,"Clupea harengus",NA,NA,23,1,1,NA,33.9940554092034,NA,NA,0,0,31,"WGBFAS230",FALSE
"295","WGBFAS-SOLEIIIa-1982-2007-JENNINGS",295,295,"North Sea",3800.76,NA,NA,23,24,"Solea vulgaris",NA,NA,22,1,1,NA,0.86591594235959,NA,NA,0,0,24,"WGBFAS231",FALSE
"296","WGBFAS-SPRAT22-32-1973-2007-JENNINGS",296,296,"Baltic Sea",1610160,NA,NA,33,34,"Sprattus sprattus",NA,NA,23,1,1,NA,369.164745151633,NA,NA,0,0,34,"WGBFAS232",FALSE
"297","WGHMM-FMEG8c9a-1986-2006-JENNINGS",297,297,"Iberian Coastal",2.31095e+15,NA,NA,21,21,"Lepidorhombus boscii",NA,NA,25,1,1,16428,1.27856217515658,NA,NA,0,0,21,"WGHMM233",FALSE
"298","WGHMM-HAKENRTN-1977-2007-JENNINGS",298,298,"Celtic-Biscay Shelf",232284,NA,NA,28,29,"Merluccius merluccius",NA,NA,24,2,1,NA,55.3679786539025,NA,NA,0,0,29,"WGHMM234",FALSE
"299","WGHMM-HAKESOTH-1982-2007-JENNINGS",299,299,"Iberian Coastal",NA,NA,NA,0,26,"Merluccius merluccius",NA,NA,25,1,1,NA,12.6440052812583,NA,NA,0,NA,26,NA,NA
"300","WGHMM-MEG8c9a-1985-2007-JENNINGS",300,300,"Iberian Coastal",5154.81,NA,NA,21,21,"Lepidorhombus whiffiagonis",NA,NA,25,1,1,NA,0.464922829783948,NA,NA,0,0,21,"WGHMM235",FALSE
"301","WGHMM-SOLEVIII-1982-2006-JENNINGS",301,301,"Celtic-Biscay Shelf",25225.1,NA,NA,23,23,"Solea vulgaris",NA,NA,24,2,1,NA,5.7465692904667,NA,NA,0,0,23,"WGHMM236",FALSE
"302","WGMHSA-ANCHOBAYB-1986-2007-JENNINGS",302,302,"Celtic-Biscay Shelf",NA,NA,NA,0,21,"Engraulis encrasicolus",NA,NA,24,2,1,NA,26.6169117167148,NA,NA,0,NA,21,NA,NA
"303","WGMHSA-MACKNEICES-1972-2007-JENNINGS",303,303,"Celtic-Biscay Shelf",2986850,NA,NA,35,35,"Scomber scombrus",NA,NA,24,3,1,NA,687.813632433084,NA,NA,0,0,35,"WGMHSA237",FALSE
"304","WGMHSA-SARDPVIIIc-IXa-1978-2007-JENNINGS",304,304,"Iberian Coastal",NA,NA,NA,0,30,"Sardina pilchardus",NA,NA,25,1,1,NA,155.298734159392,NA,NA,0,NA,30,NA,NA
"305","WGNPBW-BWHITNEA-1980-2007-JENNINGS",305,305,"Celtic-Biscay Shelf",10523200,NA,NA,27,27,"Micromesistius poutassou",NA,NA,24,5,1,NA,1761.40860792082,NA,NA,0,0,27,"WGNPBW238",FALSE
"306","WGNSDS-CODIS-1968-2006-MINTO",306,306,"Celtic-Biscay Shelf",51611.1,NA,NA,39,39,"Gadus morhua",NA,NA,24,1,1,NA,8.79804102837837,NA,NA,0,1,39,"WGNSDS239",FALSE
"307","WGNSDS-CODVIa-1977-2006-MINTO",307,307,"Celtic-Biscay Shelf",66571.6,NA,NA,29,29,"Gadus morhua",NA,NA,24,1,1,NA,16.0051747526549,NA,NA,0,1,29,"WGNSDS240",FALSE
"308","WGNSDS-HADIS-1972-2006-MINTO",308,308,"Celtic-Biscay Shelf",NA,NA,NA,15,15,"Melanogrammus aeglefinus",NA,NA,24,1,1,NA,1.73291651229993,NA,NA,1,NA,15,NA,NA
"309","WGNSDS-HADVIa-1977-2006-MINTO",309,309,"Celtic-Biscay Shelf",78659.9,NA,NA,29,29,"Melanogrammus aeglefinus",NA,NA,24,1,1,NA,23.7147194585565,NA,NA,0,0,29,"WGNSDS241",FALSE
"310","WGNSDS-PLAICIS-1962-2006-MINTO",310,310,"Celtic-Biscay Shelf",12397.2,NA,NA,43,43,"Pleuronectes platessa",NA,NA,24,1,1,NA,3.39338170633416,NA,NA,0,0,43,"WGNSDS242",FALSE
"311","WGNSDS-SOLEIS-1968-2006-MINTO",311,311,"Celtic-Biscay Shelf",5913.34,NA,NA,37,37,"Solea vulgaris",NA,NA,24,1,1,NA,1.38725996372437,NA,NA,0,0,37,"WGNSDS243",FALSE
"312","WGNSDS-WHITVIa-1984-2007-MINTO",312,312,"Celtic-Biscay Shelf",NA,NA,NA,23,23,"Merlangius merlangus",NA,NA,24,1,1,NA,NA,NA,NA,NA,NA,23,NA,NA
"313","WGNSSK-CODNS-1962-2007-MINTO",313,313,"North Sea",836284,NA,NA,44,45,"Gadus morhua",NA,NA,22,1,1,NA,260.478528616446,NA,NA,0,1,45,"WGNSSK244",FALSE
"314","WGNSSK-HADNS-IIIa-1963-2006-MINTO",314,314,"North Sea",1667420,NA,NA,44,44,"Melanogrammus aeglefinus",NA,NA,22,1,1,NA,287.250642160766,NA,NA,0,0,44,"WGNSSK245",FALSE
"315","WGNSSK-HADROCK-1990-2007-JENNINGS",315,315,"Celtic-Biscay Shelf",NA,NA,NA,16,17,"Melanogrammus aeglefinus",NA,NA,24,1,1,NA,4.78899824449742,NA,NA,0,NA,17,NA,NA
"316","WGNSSK-NPOUTNS-1983-2007-MINTO",316,316,"North Sea",659068,NA,NA,24,25,"Trisopterus esmarkii",NA,NA,22,1,1,NA,181.479008805439,NA,NA,0,0,25,"WGNSSK246",FALSE
"317","WGNSSK-PLAIC7d-1979-2006-MINTO",317,317,"Celtic-Biscay Shelf",NA,NA,NA,0,27,"Pleuronectes platessa",NA,NA,24,1,1,NA,5.67806629208477,NA,NA,0,NA,27,NA,NA
"318","WGNSSK-PLAICIIIa-1976-2006-MINTO",318,318,"North Sea",NA,NA,NA,0,29,"Pleuronectes platessa",NA,NA,22,1,1,NA,12.1226652886727,NA,NA,0,NA,29,NA,NA
"319","WGNSSK-PLAICNS-1956-2006-MINTO",319,319,"North Sea",NA,NA,NA,0,50,"Pleuronectes platessa",NA,NA,22,1,1,NA,115.437700578347,NA,NA,0,NA,50,NA,NA
"320","WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO",320,320,"North Sea",1036930,NA,NA,40,40,"Pollachius virens",NA,NA,22,2,1,NA,160.298879070993,NA,NA,0,0,40,"WGNSSK247",FALSE
"321","WGNSSK-SEELNS-1983-2007-MINTO",321,321,"North Sea",1904420,NA,NA,25,25,"Ammodytes marinus",NA,NA,22,1,1,NA,669.48380618693,NA,NA,0,0,25,"WGNSSK248",FALSE
"322","WGNSSK-SOLENS-1956-2006-MINTO",322,322,"North Sea",NA,NA,NA,0,50,"Solea vulgaris",NA,NA,22,1,1,NA,21.5628467175412,NA,NA,0,NA,50,NA,NA
"323","WGNSSK-SOLEVIId-1981-2006-MINTO",323,323,"Celtic-Biscay Shelf",15948.5,NA,NA,25,25,"Solea vulgaris",NA,NA,24,1,1,NA,4.56089898572634,NA,NA,0,0,25,"WGNSSK249",FALSE
"324","WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO",324,324,"North Sea",457963,NA,NA,27,27,"Merlangius merlangus",NA,NA,22,2,1,NA,117.862161483358,NA,NA,0,0,27,"WGNSSK250",FALSE
"325","WGSSDS-HADVIIb-k-1993-2006-JENNINGS",325,325,"Celtic-Biscay Shelf",NA,NA,NA,14,14,"Melanogrammus aeglefinus",NA,NA,24,1,1,NA,5.71750039757842,NA,NA,0,NA,14,NA,NA
"326","WGSSDS-PLAICCELT-1976-2006-JENNINGS",326,326,"Celtic-Biscay Shelf",3940.92,NA,NA,30,30,"Pleuronectes platessa",NA,NA,24,1,1,NA,1.20099527838359,NA,NA,0,0,30,"WGSSDS251",FALSE
"327","WGSSDS-PLAICECHW-1975-2006-JENNINGS",327,327,"Celtic-Biscay Shelf",7041.32,NA,NA,31,31,"Pleuronectes platessa",NA,NA,24,1,1,NA,1.37749436525026,NA,NA,0,0,31,"WGSSDS252",FALSE
"328","WGSSDS-SOLECS-1970-2006-JENNINGS",328,328,"Celtic-Biscay Shelf",4435.45,NA,NA,36,36,"Solea vulgaris",NA,NA,24,1,1,NA,1.23566960424359,NA,NA,0,0,36,"WGSSDS253",FALSE
"329","WGSSDS-SOLEVIIe-1968-2006-JENNINGS",329,329,"Celtic-Biscay Shelf",6929.88,NA,NA,38,38,"Solea vulgaris",NA,NA,24,1,1,NA,1.12293484694162,NA,NA,0,0,38,"WGSSDS254",FALSE
"330","WGSSDS-WHITVIIek-1982-2007-JENNINGS",330,330,"Celtic-Biscay Shelf",60728.9,NA,NA,25,25,"Merlangius merlangus",NA,NA,24,1,1,NA,13.4877248861655,NA,NA,0,0,25,"WGSSDS255",FALSE
