"","ASSESSID","X.1","X","LME_NAME","ADMB_BMSY","BRP_BMSY","BRP_SSBMSY","NUM_TOTAL","NUM_SSB","SCIENTIFICNAME","UMSY","FMSY","LME_NUMBER","LME_COUNT","final_analysis","upper_thresh","C_msy","collapse_brp_bmsy","collapse_brp_ssbmsy","collapse_cmsy","collapse_admb","TS_LENGTH","short_ID","BMSY"
"114","INIDEP-ARGHAKESARG-1985-2008-Parma",114,114,"Patagonian Shelf",724287,1001788.06,701328.02,23,23,"Merluccius hubbsi",0.27718,0.4285,14,1,1,NA,305.902088639911,0,0,0,0,23,"INIDEP87",FALSE
"115","INIDEP-PATGRENADIERSARG-1983-2006-Parma",115,115,"Patagonian Shelf",2201140,642031,372542,22,22,"Macruronus magellanicus",0.2058,0.3294,14,1,1,NA,133.733023117895,0,0,0,0,22,"INIDEP88",FALSE
"116","INIDEP-SBWHITARGS-1985-2007-Parma",116,116,"Patagonian Shelf",7.92964e+17,NA,NA,21,21,"Micromesistius australis",NA,NA,14,1,1,2956480,104.586436620243,NA,NA,0,1,21,"INIDEP89",FALSE
"117","IOTC-BIGEYEIO-1957-2006-JENSEN",117,117,"Indian High Seas",NA,NA,350000,0,45,"Thunnus obesus",NA,0.3,-97,1,1,NA,122.182133621562,NA,0,0,NA,45,NA,NA
"118","IPHC-PHALNPAC-1988-2009-Parma",118,118,"Gulf of Alaska",NA,NA,NA,14,14,"Hippoglossus stenolepis",NA,NA,2,2,1,NA,53.5157261571771,NA,NA,0,NA,14,NA,NA
"119","MARAM-ANCHOSA-1984-2006-deMoor",119,119,"Benguela Current",1831850,NA,NA,23,23,"Engraulis encrasicolus",NA,NA,29,2,1,NA,224.028223378833,NA,NA,0,0,23,"MARAM90",FALSE
"120","MARAM-CHAKESA-1917-2008-DEDECKER",120,120,"Benguela Current",432732,NA,218000,92,92,"Merluccius capensis",NA,NA,29,2,1,NA,47.1535143918749,NA,0,0,0,92,"MARAM91",FALSE
"121","MARAM-CRLOBSTERSA12-1910-2008-Johnston",121,121,"Benguela Current",77275.2,NA,NA,99,99,"Jasus lalandii",NA,NA,29,1,1,NA,NA,NA,NA,NA,1,99,"MARAM92",FALSE
"122","MARAM-CRLOBSTERSA34-1910-2008-Johnston",122,122,"Benguela Current",12271000,NA,NA,99,99,"Jasus lalandii",NA,NA,29,1,1,303994.82,NA,NA,NA,NA,1,99,"MARAM93",FALSE
"123","MARAM-CRLOBSTERSA56-1910-2008-Johnston",123,123,"Benguela Current",3.53971e+16,NA,NA,99,99,"Jasus lalandii",NA,NA,29,1,1,298839.88,NA,NA,NA,NA,1,99,"MARAM94",FALSE
"124","MARAM-CRLOBSTERSA7-1910-2008-Johnston",124,124,"Benguela Current",1.31723e-07,NA,NA,99,99,"Jasus lalandii",NA,NA,29,1,1,NA,1.82270285772122,NA,NA,0,0,99,"MARAM95",FALSE
"125","MARAM-CRLOBSTERSA8-1910-2008-Johnston",125,125,"Benguela Current",1.43432e-07,NA,NA,99,99,"Jasus lalandii",NA,NA,29,1,1,NA,2.07810823718389,NA,NA,0,0,99,"MARAM96",FALSE
"126","MARAM-CTRACSA-1950-2007-Johnston",126,126,"Agulhas Current",472492,NA,NA,58,58,"Trachurus capensis",NA,NA,30,1,1,NA,45.7202935555983,NA,NA,0,0,58,"MARAM97",FALSE
"127","MARAM-DEEPCHAKESA-1917-2008-DEDECKER",127,127,"Benguela Current",890680,NA,321000,92,92,"Merluccius paradoxus",NA,NA,29,2,1,NA,123.654393158217,NA,0,0,1,92,"MARAM98",FALSE
"128","MARAM-KINGKLIPSA-1932-2008-DEDECKER",128,128,"Benguela Current",79489.4,NA,66828,77,77,"Genypterus capensis",NA,NA,29,2,1,NA,4.34941610027371,NA,0,0,0,77,"MARAM99",FALSE
"129","MARAM-PTOOTHFISHPEI-1960-2008-DEDECKER",129,129,"Subantarctic High Seas",6.08098e+15,NA,5678,49,49,"Dissostichus eleginoides",NA,NA,-96,1,1,92675.4,2.85452839389941,NA,0,0,1,49,"MARAM100",FALSE
"130","MARAM-SAABALONESA-1951-2008-PLAGANYI",130,130,"Benguela Current",25133.4,NA,NA,58,58,"Haliotis midae",NA,NA,29,1,1,NA,1.07485697723186,NA,NA,0,0,58,"MARAM101",FALSE
"131","MARAM-SARDSA-1984-2006-deMoor",131,131,"Benguela Current",1860220,NA,NA,23,23,"Sardinops sagax",NA,NA,29,2,1,NA,227.430471706407,NA,NA,0,1,23,"MARAM102",FALSE
"132","MARAM-SSLOBSTERSASC-1973-2008-Johnston",132,132,"Agulhas Current",904.625,NA,NA,36,36,"Palinurus gilchristi",NA,NA,30,1,1,NA,0.424936017186822,NA,NA,0,0,36,"MARAM103",FALSE
"133","NAFO-SC-AMPL3LNO-1955-2007-BAUM",133,133,"Newfoundland-Labrador Shelf",1807630,NA,NA,48,48,"Hippoglossoides platessoides",NA,NA,9,1,1,1125123.84,42.9549348944185,NA,NA,0,1,48,"NAFO104",FALSE
"134","NAFO-SC-AMPL3M-1960-2007-BAUM",134,134,"Newfoundland-Labrador Shelf",1.02825e+15,NA,NA,20,20,"Hippoglossoides platessoides",NA,NA,9,1,1,28732,1.47414627712878,NA,NA,0,1,20,"NAFO105",FALSE
"135","NAFO-SC-COD3M-1959-2008-BAUM",135,135,"Newfoundland-Labrador Shelf",31909.7,NA,NA,21,21,"Gadus morhua",NA,NA,9,1,1,NA,21.6942093728189,NA,NA,0,1,21,"NAFO106",FALSE
"136","NAFO-SC-COD3NO-1953-2007-BAUM",136,136,"Newfoundland-Labrador Shelf",2.04672e+17,NA,NA,49,49,"Gadus morhua",NA,NA,9,1,1,790874,72.1599574501909,NA,NA,0,1,49,"NAFO107",FALSE
"137","NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE",137,137,"Newfoundland-Labrador Shelf",194547,NA,NA,32,32,"Reinhardtius hippoglossoides",NA,NA,9,1,1,NA,29.5593849300423,NA,NA,0,0,32,"NAFO108",FALSE
"138","NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM",138,138,"Newfoundland-Labrador Shelf",140267,141900,NA,50,0,"Sebastes spp",NA,0.172,9,1,1,NA,23.2040148900273,0,NA,0,0,50,"NAFO109",FALSE
"139","NAFO-SC-REDFISHSPP3M-1985-2006-PREFONTAINE",139,139,"Newfoundland-Labrador Shelf",NA,NA,NA,18,18,"Sebastes spp",NA,NA,9,1,1,NA,27.0086755399743,NA,NA,0,NA,18,NA,NA
"140","NAFO-SC-YELL3LNO-1960-2009-BAUM",140,140,"Northeast U.S. Continental Shelf",74120.8,73580,NA,45,0,"Limanda ferruginea",NA,0.26,7,2,1,NA,14.9793937546254,1,NA,0,1,45,"NAFO110",FALSE
"141","NEFSC-ACADREDGOMGB-1913-2007-MILLER",141,141,"Northeast U.S. Continental Shelf",NA,NA,271000,0,95,"Sebastes fasciatus",NA,NA,7,1,1,NA,NA,NA,0,NA,NA,95,NA,NA
"142","NEFSC-AMPL5YZ-1960-2008-OBRIEN",142,142,"Northeast U.S. Continental Shelf",38834.6,NA,22243,29,28,"Hippoglossoides platessoides",NA,NA,7,1,1,NA,7.17864972019462,NA,0,0,0,29,"NEFSC111",FALSE
"143","NEFSC-ATHAL5YZ-1800-2007-COL",143,143,"Northeast U.S. Continental Shelf",48737.2,49000,49000,208,0,"Hippoglossus hippoglossus",NA,0.073,7,1,1,NA,NA,1,1,NA,1,208,"NEFSC112",FALSE
"144","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD",144,144,"Northeast U.S. Continental Shelf",189909,147052,NA,26,26,"Pomatomus saltatrix",NA,0.19,7,1,1,NA,27.4928656510427,0,NA,0,0,26,"NEFSC113",FALSE
"145","NEFSC-BSBASSMATLC-1968-2007-SHEPHERD",145,145,"Northeast U.S. Continental Shelf",10649.2,12892.3,12537,40,40,"Centropristis striata",NA,NA,7,1,1,NA,3.07509851297229,0,0,0,0,40,"NEFSC114",FALSE
"146","NEFSC-BUTTERGOMCHATT-1965-2005-OVERHOLTZ",146,146,"Northeast U.S. Continental Shelf",NA,22798,NA,0,35,"Peprilus triacanthus",NA,0.38,7,1,1,NA,9.31027319780064,0,NA,0,NA,35,NA,NA
"147","NEFSC-CODGB-1960-2008-BAUM",147,147,"Northeast U.S. Continental Shelf",5301680,NA,148084,31,30,"Gadus morhua",NA,NA,7,1,1,261526.38,29.3351345727829,NA,1,0,1,31,"NEFSC115",FALSE
"148","NEFSC-CODGOM-1893-2008-BAUM",148,148,"Northeast U.S. Continental Shelf",35817.9,82830,NA,26,26,"Gadus morhua",NA,0.237,7,1,1,NA,NA,1,NA,NA,0,26,"NEFSC116",FALSE
"149","NEFSC-HAD5Y-1956-2008-BAUM",149,149,"Northeast U.S. Continental Shelf",7.27287e+15,NA,5900,32,31,"Melanogrammus aeglefinus",NA,NA,7,1,1,40204,3.97199318547318,NA,1,0,1,32,"NEFSC117",FALSE
"150","NEFSC-HADGB-1930-2008-BAUM",150,150,"Northeast U.S. Continental Shelf",394217,NA,158873,78,77,"Melanogrammus aeglefinus",NA,NA,7,1,1,NA,NA,NA,1,NA,1,78,"NEFSC118",FALSE
"151","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",151,151,"Northeast U.S. Continental Shelf",NA,NA,629000,0,39,"Clupea harengus",NA,0.31,7,1,1,NA,170.986091289928,NA,0,0,NA,39,NA,NA
"152","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",152,152,"Northeast U.S. Continental Shelf",5.27363,NA,NA,39,0,"Illex illecebrosus",NA,NA,7,3,1,NA,12.758598010836,NA,NA,1,1,39,"NEFSC119",FALSE
"153","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",153,153,"Northeast U.S. Continental Shelf",NA,NA,644000,0,43,"Scomber scombrus",NA,0.16,7,1,1,NA,138.610163978584,NA,0,0,NA,43,NA,NA
"154","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",154,154,"Northeast U.S. Continental Shelf",68431.7,49000,49000,27,0,"Lophius americanus",NA,0.073,7,1,1,NA,9.80399880805723,0,0,0,0,27,"NEFSC120",FALSE
"155","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",155,155,"Northeast U.S. Continental Shelf",78932,NA,NA,27,0,"Lophius americanus",NA,NA,7,1,1,NA,11.6699953960442,NA,NA,0,0,27,"NEFSC121",FALSE
"156","NEFSC-POLL5YZ-1963-2007-MAYO",156,156,"Northeast U.S. Continental Shelf",3.72438,NA,NA,44,0,"Pollachius virens",5.65,NA,7,1,1,NA,13.9764842471512,NA,NA,1,1,44,"NEFSC122",FALSE
"157","NEFSC-QUAHATLC-1978-2008-CHUTE",157,157,"Northeast U.S. Continental Shelf",2.46409e-06,NA,NA,31,0,"Arctica islandica",NA,NA,7,1,1,NA,18.6178914804655,NA,NA,0,0,31,"NEFSC123",FALSE
"158","NEFSC-SCALLGB-1964-2006-HART",158,158,"Northeast U.S. Continental Shelf",51023.4,NA,NA,25,0,"Placopecten magellanicus",NA,NA,7,1,1,NA,8.34813551406856,NA,NA,0,1,25,"NEFSC124",FALSE
"159","NEFSC-SCALLMATLC-1964-2006-HART",159,159,"Northeast U.S. Continental Shelf",93935.1,NA,NA,32,0,"Placopecten magellanicus",NA,NA,7,1,1,NA,10.5047492033729,NA,NA,0,1,32,"NEFSC125",FALSE
"160","NEFSC-SCUPNWATLC-1960-2007-TERCEIRO",160,160,"Northeast U.S. Continental Shelf",NA,92044,NA,0,24,"Stenotomus chrysops",NA,NA,7,1,1,NA,17.9698557507211,0,NA,0,NA,24,NA,NA
"161","NEFSC-SDOGATLC-1962-2006-SOSEBEE",161,161,"Northeast U.S. Continental Shelf",NA,NA,NA,16,16,"Squalus acanthias",NA,NA,7,2,1,NA,24.0858133848198,NA,NA,0,NA,16,NA,NA
"162","NEFSC-SFLOUNMATLC-1940-2007-BAUM",162,162,"Northeast U.S. Continental Shelf",90994.1,NA,60074,26,26,"Paralichthys dentatus",NA,NA,7,2,1,NA,14.6515792794435,NA,0,0,0,26,"NEFSC126",FALSE
"163","NEFSC-SHAKEGOMNGB-1955-2005-COL",163,163,"Northeast U.S. Continental Shelf",35.5039,NA,NA,43,0,"Merluccius bilinearis",2.57,NA,7,1,1,NA,NA,NA,NA,NA,1,43,"NEFSC127",FALSE
"164","NEFSC-SHAKESGBMATL-1955-2005-COL",164,164,"Northeast U.S. Continental Shelf",125.067,NA,NA,43,0,"Merluccius bilinearis",34.39,NA,7,1,1,11.044,66.5707165224292,NA,NA,1,1,43,"NEFSC128",FALSE
"165","NEFSC-STRIPEDBASSGOMCHATT-1982-2006-SHEPHERD",165,165,"Northeast U.S. Continental Shelf",NA,NA,NA,0,25,"Morone saxatilis",NA,0.33,7,1,1,NA,12.8343093939703,NA,NA,0,NA,25,NA,NA
"166","NEFSC-SURFMATLC-1965-2008-JACOBSON",166,166,"Northeast U.S. Continental Shelf",NA,9e+05,NA,28,0,"Spisula solidissima",NA,0.15,7,1,1,NA,25.4509578432667,0,NA,0,NA,28,NA,NA
"167","NEFSC-TILEMATLC-1973-2008-NITSCHKE",167,167,"Northeast U.S. Continental Shelf",9364.41,NA,NA,33,0,"Lopholatilus chamaeleonticeps",NA,NA,7,2,1,NA,1.64073782031262,NA,NA,0,0,33,"NEFSC129",FALSE
"168","NEFSC-WEAKFISHATLC-1981-2008-STANTON",168,168,"Northeast U.S. Continental Shelf",NA,NA,10179,0,28,"Cynoscion regalis",NA,NA,7,1,1,NA,8.84044000778245,NA,0,0,NA,28,NA,NA
"169","NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE",169,169,"Northeast U.S. Continental Shelf",50198.5,NA,56300,45,45,"Urophycis tenuis",NA,0.19,7,1,1,NA,6.33885919716739,NA,0,0,0,45,"NEFSC130",FALSE
"170","NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON",170,170,"Northeast U.S. Continental Shelf",1.98746,NA,NA,33,0,"Scophthalmus aquosus",0.5,NA,7,1,1,NA,1.45197113298028,NA,NA,1,1,33,"NEFSC131",FALSE
"171","NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON",171,171,"Northeast U.S. Continental Shelf",1.16497,NA,NA,33,0,"Scophthalmus aquosus",1.47,NA,7,1,1,NA,2.45585100976168,NA,NA,1,1,33,"NEFSC132",FALSE
"172","NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON",172,172,"Northeast U.S. Continental Shelf",8113.19,NA,16000,25,25,"Pseudopleuronectes americanus",NA,NA,7,1,1,NA,2.20414091757925,NA,0,0,0,25,"NEFSC133",FALSE
"173","NEFSC-WINFLOUND5Y-1982-2008-NITSCHKE",173,173,"Northeast U.S. Continental Shelf",NA,NA,NA,0,0,"Pseudopleuronectes americanus",NA,NA,7,1,1,NA,1.91798486626927,NA,NA,0,NA,0,NA,NA
"174","NEFSC-WINFLOUNSNEMATL-1940-2007-TERCEIRO",174,174,"Northeast U.S. Continental Shelf",94653.8,NA,38761,27,27,"Pseudopleuronectes americanus",NA,NA,7,1,1,74958,8.16707915796452,NA,1,0,1,27,"NEFSC134",FALSE
"175","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",175,175,"Northeast U.S. Continental Shelf",NA,NA,11447,0,26,"Glyptocephalus cynoglossus",NA,0.2,7,1,1,NA,3.33288755327532,NA,0,0,NA,26,NA,NA
"176","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",176,176,"Northeast U.S. Continental Shelf",13580.4,NA,7790,23,23,"Limanda ferruginea",NA,0.239,7,1,1,NA,2.40422606112211,NA,0,0,0,23,"NEFSC135",FALSE
"177","NEFSC-YELLGB-1935-2008-BAUM",177,177,"Northeast U.S. Continental Shelf",33208,NA,43200,36,35,"Limanda ferruginea",NA,0.254,7,1,1,NA,10.6808057985675,NA,1,0,1,36,"NEFSC136",FALSE
"178","NEFSC-YELLSNEMATL-1935-2008-BAUM",178,178,"Northeast U.S. Continental Shelf",56219.4,NA,27400,35,35,"Limanda ferruginea",NA,0.254,7,1,1,NA,16.6731560391158,NA,1,0,1,35,"NEFSC137",FALSE
"179","NIWA-AUSSALMONNZ-1975-2006-JENSEN",179,179,"New Zealand Shelf",22408.1,NA,12280.72932,32,32,"Arripis trutta",NA,0.32,46,1,1,NA,2.79229444228064,NA,0,0,0,32,"NIWA138",FALSE
"180","NIWA-OROUGHYNZMEC-1981-2004-JENSEN",180,180,"New Zealand Shelf",131808,NA,20213.00407,24,24,"Hoplostethus atlanticus",NA,0.044,46,1,1,NA,7.01340232673807,NA,0,0,0,24,"NIWA139",FALSE
"181","NMFS-MENATLAN-1940-2005-STANTON",181,181,"Northeast U.S. Continental Shelf",1479280,NA,NA,51,0,"Brevoortia tyrannus",NA,NA,7,3,1,NA,372.220743773961,NA,NA,0,0,51,"NMFS140",FALSE
"182","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH",182,182,"California Current",48858.4,NA,16593,92,92,"Reinhardtius stomias",NA,0.21,3,2,1,NA,3.96121942549541,NA,0,0,0,92,"NWFSC141",FALSE
"183","NWFSC-BGROCKPCOAST-1950-2005-STANTON",183,183,"California Current",16385.6,NA,3799,56,56,"Sebastes melanostomus",0.029,NA,3,1,1,NA,0.455759304517922,NA,0,0,0,56,"NWFSC142",FALSE
"184","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",184,184,"California Current",6591.31,NA,698.62,92,92,"Sebastes melanops",NA,0.141,3,1,1,NA,0.39644990347447,NA,0,0,0,92,"NWFSC143",FALSE
"185","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",185,185,"California Current",14544.9,NA,1444.6,93,93,"Sebastes melanops",NA,0.08864,3,1,1,NA,0.777526334117465,NA,0,0,0,93,"NWFSC144",FALSE
"186","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",186,186,"California Current",6681.9,NA,831,92,92,"Sebastes mystinus",NA,0.0403,3,1,1,NA,0.427993636575536,NA,0,0,0,92,"NWFSC145",FALSE
"187","NWFSC-BOCACCSPCOAST-1951-2006-BRANCH",187,187,"California Current",33390.9,NA,NA,56,56,"Sebastes paucispinis",NA,0.063,3,1,1,NA,3.50569503977926,NA,NA,0,1,56,"NWFSC146",FALSE
"188","NWFSC-CHILISPCOAST-1892-2007-BRANCH",188,188,"California Current",22913.7,12126,NA,116,116,"Sebastes goodei",NA,0.112,3,1,1,NA,2.15827708500134,0,NA,0,0,116,"NWFSC147",FALSE
"189","NWFSC-COWCODSCAL-1900-2007-BRANCH",189,189,"California Current",2537.55,NA,995,108,108,"Sebastes levis",NA,0.027,3,1,1,NA,0.149268183209234,NA,1,0,1,108,"NWFSC148",FALSE
"190","NWFSC-CROCKPCOAST-1916-2009-Stachura",190,190,"California Current",34258.4,NA,9928,94,94,"Sebastes pinniger",NA,0.094,3,1,1,NA,2.2553224540137,NA,0,0,0,94,"NWFSC149",FALSE
"191","NWFSC-DKROCKPCOAST-1928-2007-BRANCH",191,191,"California Current",17023.4,NA,NA,80,80,"Sebastes crameri",NA,0.048,3,1,1,NA,0.926896794563589,NA,NA,0,0,80,"NWFSC150",FALSE
"192","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",192,192,"California Current",34901.5,NA,6526,132,132,"Parophrys vetulus",NA,0.27,3,1,1,NA,3.72711608920951,NA,0,0,0,132,"NWFSC151",FALSE
"193","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON",193,193,"California Current",750.658,NA,123,27,27,"Hexagrammos decagrammus",0.125,NA,3,1,1,NA,0.0492409903848788,NA,0,0,0,27,"NWFSC152",FALSE
"194","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH",194,194,"California Current",45714.6,NA,2626,93,93,"Raja rhina",NA,0.027,3,1,1,NA,1.040711609903,NA,0,0,0,93,"NWFSC153",FALSE
"195","NWFSC-LSTHORNHPCOAST-1962-2005-STANTON",195,195,"California Current",114779,NA,28305,42,42,"Sebastolobus altivelis",NA,0.055,3,1,1,NA,3.1574939802319,NA,0,0,0,42,"NWFSC154",FALSE
"196","NWFSC-PHAKEPCOAST-1966-2008-BRANCH",196,196,"California Current",4860850,NA,680000,43,43,"Merluccius productus",NA,0.26,3,2,1,NA,298.265452569612,NA,0,0,0,43,"NWFSC155",FALSE
"197","NWFSC-POPERCHPCOAST-1953-2007-BRANCH",197,197,"California Current",4.63738e+16,NA,14793,52,52,"Sebastes alutus",NA,0.0382,3,1,1,173796.2,3.93670951037178,NA,0,0,1,52,"NWFSC156",FALSE
"198","NWFSC-PSOLENPCOAST-1910-2005-STANTON",198,198,"California Current",12444,NA,2658,96,96,"Eopsetta jordani",0.12,NA,3,1,1,NA,1.55388004721109,NA,0,0,0,96,"NWFSC157",FALSE
"199","NWFSC-PSOLESPCOAST-1874-2005-STANTON",199,199,"California Current",14116.6,NA,4121,132,132,"Eopsetta jordani",0.14,NA,3,1,1,NA,1.3893109408801,NA,0,0,0,132,"NWFSC158",FALSE
"200","NWFSC-SABLEFPCOAST-1900-2007-BRANCH",200,200,"California Current",231832,91559,NA,108,108,"Anoplopoma fimbria",NA,0.0333,3,1,1,NA,10.1940621068088,0,NA,0,0,108,"NWFSC159",FALSE
"201","NWFSC-SSTHORNHPCOAST-1901-2005-STANTON",201,201,"California Current",93268.1,NA,52258,105,105,"Sebastolobus alascanus",0.0184,0.0238,3,1,1,NA,2.16024084622367,NA,0,0,0,105,"NWFSC160",FALSE
"202","NWFSC-WROCKPCOAST-1955-2006-BRANCH",202,202,"California Current",131549,NA,NA,49,49,"Sebastes entomelas",NA,0.121,3,1,1,NA,7.94434567299753,NA,NA,0,0,49,"NWFSC161",FALSE
"203","NWFSC-YEYEROCKPCOAST-1923-2006-BRANCH",203,203,"California Current",3444.44,NA,1179,84,84,"Sebastes ruberrimus",NA,0.017,3,1,1,NA,0.224369319392239,NA,0,0,0,84,"NWFSC162",FALSE
"204","NWFSC-YTROCKNPCOAST-1967-2005-STANTON",204,204,"California Current",99442.1,NA,12407,39,39,"Sebastes flavidus",NA,NA,3,1,1,NA,5.31927354496827,NA,0,0,0,39,"NWFSC163",FALSE
"205","NWWG-CAPEICE-1977-2007-MINTO",205,205,"Iceland Shelf",2423830,NA,NA,29,29,"Mallotus villosus",NA,NA,59,1,1,NA,881.059165599207,NA,NA,0,0,29,"NWWG164",FALSE
"206","NWWG-CODFAPL-1959-2006-MINTO",206,206,"Faroe Plateau",99317.4,NA,NA,46,46,"Gadus morhua",NA,NA,60,1,1,NA,24.6379346980409,NA,NA,0,0,46,"NWWG165",FALSE
"207","NWWG-CODICE-1952-2006-MINTO",207,207,"Iceland Shelf",1475000,NA,NA,52,52,"Gadus morhua",NA,NA,59,1,1,NA,373.274375868865,NA,NA,0,0,52,"NWWG166",FALSE
"208","NWWG-HADFAPL-1955-2006-MINTO",208,208,"Faroe Plateau",95793.6,NA,NA,50,50,"Melanogrammus aeglefinus",NA,NA,60,1,1,NA,21.3405776400717,NA,NA,0,0,50,"NWWG167",FALSE
"209","NWWG-HADICE-1977-2007-MINTO",209,209,"Iceland Shelf",411348,NA,NA,29,29,"Melanogrammus aeglefinus",NA,NA,59,1,1,NA,77.5354590127664,NA,NA,0,0,29,"NWWG168",FALSE
"210","NWWG-POLLFAPL-1958-2006-MINTO",210,210,"Faroe Plateau",240557,NA,NA,46,46,"Pollachius virens",NA,NA,60,1,1,NA,50.248713572762,NA,NA,0,0,46,"NWWG169",FALSE
"211","NZMFishDEEPWATER-BLACKOREOWECR-1973-2007-JENSEN",211,211,"New Zealand Shelf",112286,NA,27427,35,35,"Allocyttus niger",NA,0.0341,46,1,1,NA,4.23360077963591,NA,0,0,0,35,"NZMFishDEEPWATER170",FALSE
"212","NZMFishDEEPWATER-SMOOTHOREOCR-1979-2006-JENSEN",212,212,"New Zealand Shelf",144956,NA,50242.75375,28,28,"Pseudocyttus maculatus",NA,0.0955,46,1,1,NA,6.14083067963786,NA,0,0,0,28,"NZMFishDEEPWATER171",FALSE
"213","NZMFishDEEPWATER-SMOOTHOREOWECR-1973-2004-JENSEN",213,213,"New Zealand Shelf",62066.6,NA,21242.3892,32,32,"Pseudocyttus maculatus",NA,0.0793,46,1,1,NA,3.64384384038918,NA,0,0,0,32,"NZMFishDEEPWATER172",FALSE
"214","NZMFishHOKIWG-HOKIENZ-1972-2007-FRANCIS",214,214,"New Zealand Shelf",660648,NA,NA,36,36,"Macruronus novaezelandiae",NA,NA,46,1,1,NA,58.1367204734936,NA,NA,0,0,36,"NZMFishHOKIWG173",FALSE
"215","NZMFishHOKIWG-HOKIWNZ-1972-2007-FRANCIS",215,215,"New Zealand Shelf",1083490,NA,NA,36,36,"Macruronus novaezelandiae",NA,NA,46,1,1,NA,110.378424653919,NA,NA,0,0,36,"NZMFishHOKIWG174",FALSE
"216","NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN",216,216,"New Zealand Shelf",53383.8,NA,23536.1148,75,75,"Chrysophrys auratus",NA,0.0923,46,1,1,NA,3.86020904591259,NA,0,0,1,75,"NZMFishINSHOREWG175",FALSE
"217","NZMFishINSHOREWG-TREVALLYTRE7-1944-2005-JENSEN",217,217,"New Zealand Shelf",31283.1,NA,15634.89433,62,62,"Pseudocaranx dentex",NA,0.113,46,1,1,NA,2.55287032225271,NA,0,0,0,62,"NZMFishINSHOREWG176",FALSE
"218","NZMFishLOBSTERWG-RROCKLOBSTERCRA1-1945-2001-JENSEN",218,218,"New Zealand Shelf",1550.94,NA,NA,57,0,"Jasus edwardsii",NA,NA,46,1,1,NA,0.269011857980647,NA,NA,0,0,57,"NZMFishLOBSTERWG177",FALSE
"219","NZMFishLOBSTERWG-RROCKLOBSTERCRA2-1945-2001-JENSEN",219,219,"New Zealand Shelf",2233.71,NA,NA,57,0,"Jasus edwardsii",NA,NA,46,1,1,NA,0.458465851415127,NA,NA,0,1,57,"NZMFishLOBSTERWG178",FALSE
"220","NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2007-JENSEN",220,220,"New Zealand Shelf",1117.87,NA,NA,63,0,"Jasus edwardsii",NA,NA,46,1,1,NA,0.448915502670277,NA,NA,0,1,63,"NZMFishLOBSTERWG179",FALSE
"221","NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN",221,221,"New Zealand Shelf",2453.88,NA,NA,61,0,"Jasus edwardsii",NA,NA,46,1,1,NA,0.781546280764319,NA,NA,0,0,61,"NZMFishLOBSTERWG180",FALSE
"222","NZMFishLOBSTERWG-RROCKLOBSTERCRA5-1945-2002-JENSEN",222,222,"New Zealand Shelf",4205.56,NA,NA,58,0,"Jasus edwardsii",NA,NA,46,1,1,NA,0.528950120767142,NA,NA,0,1,58,"NZMFishLOBSTERWG181",FALSE
"223","NZMFishLOBSTERWG-RROCKLOBSTERCRA7-1976-2005-JENSEN",223,223,"New Zealand Shelf",558.312,NA,NA,30,0,"Jasus edwardsii",NA,NA,46,1,1,NA,0.249477315692319,NA,NA,0,1,30,"NZMFishLOBSTERWG182",FALSE
"224","NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1976-2005-JENSEN",224,224,"New Zealand Shelf",3342.21,NA,NA,30,0,"Jasus edwardsii",NA,NA,46,1,1,NA,1.46534257080912,NA,NA,0,0,30,"NZMFishLOBSTERWG183",FALSE
"225","NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN",225,225,"New Zealand Shelf",1.1152e+15,NA,1803.026167,55,55,"Rexea solandri",NA,0.289566667,46,1,1,46918.13334,1.25402081026939,NA,0,0,1,55,"NZMFishMIDDEPTHSWG184",FALSE
