"","ASSESSID","TSYEAR","SSB","TOTAL","CATCH_LANDINGS","units_total","units_ssb","units_catch"
"4340","ICCAT-ATBTUNAEATL-1969-2007-WORM",1980,260271,309796.39,22955.31,"MT","MT","MT"
"4341","ICCAT-ATBTUNAEATL-1969-2007-WORM",1981,242431,292748.84,25953.97,"MT","MT","MT"
"4342","ICCAT-ATBTUNAEATL-1969-2007-WORM",1982,240487,303466.67,31563.11,"MT","MT","MT"
"4343","ICCAT-ATBTUNAEATL-1969-2007-WORM",1983,216818,286052.95,34054.44,"MT","MT","MT"
"4344","ICCAT-ATBTUNAEATL-1969-2007-WORM",1984,209948,283613.26,46557.72,"MT","MT","MT"
"4345","ICCAT-ATBTUNAEATL-1969-2007-WORM",1985,220588,292210.05,47169.63,"MT","MT","MT"
"4346","ICCAT-ATBTUNAEATL-1969-2007-WORM",1986,218122,286533.4,50815.74,"MT","MT","MT"
"4347","ICCAT-ATBTUNAEATL-1969-2007-WORM",1987,211319,275236.63,47576.16,"MT","MT","MT"
"4348","ICCAT-ATBTUNAEATL-1969-2007-WORM",1988,209353,282378.61,49971.64,"MT","MT","MT"
"4349","ICCAT-ATBTUNAEATL-1969-2007-WORM",1989,211857,290374.21,50364.81,"MT","MT","MT"
"4350","ICCAT-ATBTUNAEATL-1969-2007-WORM",1990,196971,275344.45,49807,"MT","MT","MT"
"4351","ICCAT-ATBTUNAEATL-1969-2007-WORM",1991,194671,290074.34,50248.33,"MT","MT","MT"
"4352","ICCAT-ATBTUNAEATL-1969-2007-WORM",1992,200417,308561.37,50004.23,"MT","MT","MT"
"4353","ICCAT-ATBTUNAEATL-1969-2007-WORM",1993,212354,322464.31,49811.92,"MT","MT","MT"
"4354","ICCAT-ATBTUNAEATL-1969-2007-WORM",1994,206745,330984.53,50104.08,"MT","MT","MT"
"4355","ICCAT-ATBTUNAEATL-1969-2007-WORM",1995,211525,334275.41,50302.67,"MT","MT","MT"
"4356","ICCAT-ATBTUNAEATL-1969-2007-WORM",1996,209260,325370.37,50264.05,"MT","MT","MT"
"4357","ICCAT-ATBTUNAEATL-1969-2007-WORM",1997,201508,315211.14,47576.16,"MT","MT","MT"
"4358","ICCAT-ATBTUNAEATL-1969-2007-WORM",1998,202369,313872.43,49971.64,"MT","MT","MT"
"4359","ICCAT-ATBTUNAEATL-1969-2007-WORM",1999,202920,318949.67,50364.81,"MT","MT","MT"
"4360","ICCAT-ATBTUNAEATL-1969-2007-WORM",2000,200614,309843.15,49807,"MT","MT","MT"
"4361","ICCAT-ATBTUNAEATL-1969-2007-WORM",2001,183309,288681.78,50248.33,"MT","MT","MT"
"4362","ICCAT-ATBTUNAEATL-1969-2007-WORM",2002,184526,276895.72,50004.23,"MT","MT","MT"
"4363","ICCAT-ATBTUNAEATL-1969-2007-WORM",2003,163150,252487.2,49811.92,"MT","MT","MT"
"4364","ICCAT-ATBTUNAEATL-1969-2007-WORM",2004,136594,234832.65,50104.08,"MT","MT","MT"
"4365","ICCAT-ATBTUNAEATL-1969-2007-WORM",2005,113824,206809.44,50302.67,"MT","MT","MT"
"4366","ICCAT-ATBTUNAEATL-1969-2007-WORM",2006,95019,189867.54,50264.05,"MT","MT","MT"
"4367","ICCAT-ATBTUNAEATL-1969-2007-WORM",2007,78899,166431.7,60714.66,"MT","MT","MT"
"4368","ICCAT-ATBTUNAWATL-1969-2007-WORM",1969,NA,NA,NA,NA,NA,NA
"4369","ICCAT-ATBTUNAWATL-1969-2007-WORM",1970,49482,NA,5466,NA,"MT","MT"
"4370","ICCAT-ATBTUNAWATL-1969-2007-WORM",1971,44743,NA,6167,NA,"MT","MT"
"4371","ICCAT-ATBTUNAWATL-1969-2007-WORM",1972,44686,NA,3944,NA,"MT","MT"
"4372","ICCAT-ATBTUNAWATL-1969-2007-WORM",1973,42422,NA,3554,NA,"MT","MT"
"4373","ICCAT-ATBTUNAWATL-1969-2007-WORM",1974,42659,NA,5340,NA,"MT","MT"
"4374","ICCAT-ATBTUNAWATL-1969-2007-WORM",1975,36221,NA,5191,NA,"MT","MT"
"4375","ICCAT-ATBTUNAWATL-1969-2007-WORM",1976,34066,NA,6065,NA,"MT","MT"
"4376","ICCAT-ATBTUNAWATL-1969-2007-WORM",1977,28643,NA,6407,NA,"MT","MT"
"4377","ICCAT-ATBTUNAWATL-1969-2007-WORM",1978,25643,NA,5684,NA,"MT","MT"
"4378","ICCAT-ATBTUNAWATL-1969-2007-WORM",1979,19749,NA,5760,NA,"MT","MT"
"4379","ICCAT-ATBTUNAWATL-1969-2007-WORM",1980,17657,NA,6404,NA,"MT","MT"
"4380","ICCAT-ATBTUNAWATL-1969-2007-WORM",1981,15012,NA,6009,NA,"MT","MT"
"4381","ICCAT-ATBTUNAWATL-1969-2007-WORM",1982,13943,NA,1458,NA,"MT","MT"
"4382","ICCAT-ATBTUNAWATL-1969-2007-WORM",1983,13829,NA,2434,NA,"MT","MT"
"4383","ICCAT-ATBTUNAWATL-1969-2007-WORM",1984,11817,NA,2233,NA,"MT","MT"
"4384","ICCAT-ATBTUNAWATL-1969-2007-WORM",1985,9350,NA,2725,NA,"MT","MT"
"4385","ICCAT-ATBTUNAWATL-1969-2007-WORM",1986,8941,NA,2408,NA,"MT","MT"
"4386","ICCAT-ATBTUNAWATL-1969-2007-WORM",1987,7936,NA,2621,NA,"MT","MT"
"4387","ICCAT-ATBTUNAWATL-1969-2007-WORM",1988,7704,NA,3151,NA,"MT","MT"
"4388","ICCAT-ATBTUNAWATL-1969-2007-WORM",1989,7297,NA,2920,NA,"MT","MT"
"4389","ICCAT-ATBTUNAWATL-1969-2007-WORM",1990,7276,NA,2780,NA,"MT","MT"
"4390","ICCAT-ATBTUNAWATL-1969-2007-WORM",1991,6723,NA,2921,NA,"MT","MT"
"4391","ICCAT-ATBTUNAWATL-1969-2007-WORM",1992,6511,NA,2282,NA,"MT","MT"
"4392","ICCAT-ATBTUNAWATL-1969-2007-WORM",1993,7029,NA,2368,NA,"MT","MT"
"4393","ICCAT-ATBTUNAWATL-1969-2007-WORM",1994,7576,NA,2113,NA,"MT","MT"
"4394","ICCAT-ATBTUNAWATL-1969-2007-WORM",1995,8393,NA,2423,NA,"MT","MT"
"4395","ICCAT-ATBTUNAWATL-1969-2007-WORM",1996,8109,NA,2495,NA,"MT","MT"
"4396","ICCAT-ATBTUNAWATL-1969-2007-WORM",1997,9093,NA,2334,NA,"MT","MT"
"4397","ICCAT-ATBTUNAWATL-1969-2007-WORM",1998,9738,NA,2657,NA,"MT","MT"
"4398","ICCAT-ATBTUNAWATL-1969-2007-WORM",1999,9351,NA,2772,NA,"MT","MT"
"4399","ICCAT-ATBTUNAWATL-1969-2007-WORM",2000,9411,NA,2775,NA,"MT","MT"
"4400","ICCAT-ATBTUNAWATL-1969-2007-WORM",2001,8629,NA,2785,NA,"MT","MT"
"4401","ICCAT-ATBTUNAWATL-1969-2007-WORM",2002,8031,NA,3319,NA,"MT","MT"
"4402","ICCAT-ATBTUNAWATL-1969-2007-WORM",2003,8084,NA,2306,NA,"MT","MT"
"4403","ICCAT-ATBTUNAWATL-1969-2007-WORM",2004,8202,NA,2125,NA,"MT","MT"
"4404","ICCAT-ATBTUNAWATL-1969-2007-WORM",2005,8542,NA,1869,NA,"MT","MT"
"4405","ICCAT-ATBTUNAWATL-1969-2007-WORM",2006,8681,NA,1811,NA,"MT","MT"
"4406","ICCAT-ATBTUNAWATL-1969-2007-WORM",2007,8693,NA,1624,NA,"MT","MT"
"4407","ICCAT-BIGEYEATL-1950-2005-JENSEN",1950,NA,903300,808,"MT",NA,"MT"
"4408","ICCAT-BIGEYEATL-1950-2005-JENSEN",1951,NA,902400,1651,"MT",NA,"MT"
"4409","ICCAT-BIGEYEATL-1950-2005-JENSEN",1952,NA,901300,2018,"MT",NA,"MT"
"4410","ICCAT-BIGEYEATL-1950-2005-JENSEN",1953,NA,9e+05,2951,"MT",NA,"MT"
"4411","ICCAT-BIGEYEATL-1950-2005-JENSEN",1954,NA,898800,2932,"MT",NA,"MT"
"4412","ICCAT-BIGEYEATL-1950-2005-JENSEN",1955,NA,897200,4808,"MT",NA,"MT"
"4413","ICCAT-BIGEYEATL-1950-2005-JENSEN",1956,NA,896300,2769,"MT",NA,"MT"
"4414","ICCAT-BIGEYEATL-1950-2005-JENSEN",1957,NA,893800,8720,"MT",NA,"MT"
"4415","ICCAT-BIGEYEATL-1950-2005-JENSEN",1958,NA,891800,4290,"MT",NA,"MT"
"4416","ICCAT-BIGEYEATL-1950-2005-JENSEN",1959,NA,890600,7732,"MT",NA,"MT"
"4417","ICCAT-BIGEYEATL-1950-2005-JENSEN",1960,NA,887900,9113,"MT",NA,"MT"
"4418","ICCAT-BIGEYEATL-1950-2005-JENSEN",1961,NA,882000,17060,"MT",NA,"MT"
"4419","ICCAT-BIGEYEATL-1950-2005-JENSEN",1962,NA,872200,23130,"MT",NA,"MT"
"4420","ICCAT-BIGEYEATL-1950-2005-JENSEN",1963,NA,861800,26040,"MT",NA,"MT"
"4421","ICCAT-BIGEYEATL-1950-2005-JENSEN",1964,NA,854500,23630,"MT",NA,"MT"
"4422","ICCAT-BIGEYEATL-1950-2005-JENSEN",1965,NA,843300,39390,"MT",NA,"MT"
"4423","ICCAT-BIGEYEATL-1950-2005-JENSEN",1966,NA,835400,25390,"MT",NA,"MT"
"4424","ICCAT-BIGEYEATL-1950-2005-JENSEN",1967,NA,835500,25250,"MT",NA,"MT"
"4425","ICCAT-BIGEYEATL-1950-2005-JENSEN",1968,NA,836200,23910,"MT",NA,"MT"
"4426","ICCAT-BIGEYEATL-1950-2005-JENSEN",1969,NA,831300,36890,"MT",NA,"MT"
"4427","ICCAT-BIGEYEATL-1950-2005-JENSEN",1970,NA,820200,42430,"MT",NA,"MT"
"4428","ICCAT-BIGEYEATL-1950-2005-JENSEN",1971,NA,803900,55870,"MT",NA,"MT"
"4429","ICCAT-BIGEYEATL-1950-2005-JENSEN",1972,NA,790500,47290,"MT",NA,"MT"
"4430","ICCAT-BIGEYEATL-1950-2005-JENSEN",1973,NA,779600,56980,"MT",NA,"MT"
"4431","ICCAT-BIGEYEATL-1950-2005-JENSEN",1974,NA,764200,64070,"MT",NA,"MT"
"4432","ICCAT-BIGEYEATL-1950-2005-JENSEN",1975,817559,750900,61300,"MT","MT","MT"
"4433","ICCAT-BIGEYEATL-1950-2005-JENSEN",1976,824851,749300,45300,"MT","MT","MT"
"4434","ICCAT-BIGEYEATL-1950-2005-JENSEN",1977,862993,750300,54880,"MT","MT","MT"
"4435","ICCAT-BIGEYEATL-1950-2005-JENSEN",1978,915177,748100,52690,"MT","MT","MT"
"4436","ICCAT-BIGEYEATL-1950-2005-JENSEN",1979,970303,750400,45980,"MT","MT","MT"
"4437","ICCAT-BIGEYEATL-1950-2005-JENSEN",1980,1009957,746800,63600,"MT","MT","MT"
"4438","ICCAT-BIGEYEATL-1950-2005-JENSEN",1981,997832,734700,67750,"MT","MT","MT"
"4439","ICCAT-BIGEYEATL-1950-2005-JENSEN",1982,985387,721000,73490,"MT","MT","MT"
"4440","ICCAT-BIGEYEATL-1950-2005-JENSEN",1983,964152,714400,59370,"MT","MT","MT"
"4441","ICCAT-BIGEYEATL-1950-2005-JENSEN",1984,957923,709600,71050,"MT","MT","MT"
"4442","ICCAT-BIGEYEATL-1950-2005-JENSEN",1985,948612,697400,78220,"MT","MT","MT"
"4443","ICCAT-BIGEYEATL-1950-2005-JENSEN",1986,909512,690700,65400,"MT","MT","MT"
"4444","ICCAT-BIGEYEATL-1950-2005-JENSEN",1987,912184,695200,55980,"MT","MT","MT"
"4445","ICCAT-BIGEYEATL-1950-2005-JENSEN",1988,943886,698200,65800,"MT","MT","MT"
"4446","ICCAT-BIGEYEATL-1950-2005-JENSEN",1989,934256,690600,78070,"MT","MT","MT"
"4447","ICCAT-BIGEYEATL-1950-2005-JENSEN",1990,892364,676300,84340,"MT","MT","MT"
"4448","ICCAT-BIGEYEATL-1950-2005-JENSEN",1991,841045,656500,95260,"MT","MT","MT"
"4449","ICCAT-BIGEYEATL-1950-2005-JENSEN",1992,762509,633800,98430,"MT","MT","MT"
"4450","ICCAT-BIGEYEATL-1950-2005-JENSEN",1993,682945,606700,111600,"MT","MT","MT"
"4451","ICCAT-BIGEYEATL-1950-2005-JENSEN",1994,616365,566800,132200,"MT","MT","MT"
"4452","ICCAT-BIGEYEATL-1950-2005-JENSEN",1995,557391,524500,126300,"MT","MT","MT"
"4453","ICCAT-BIGEYEATL-1950-2005-JENSEN",1996,520525,490300,121100,"MT","MT","MT"
"4454","ICCAT-BIGEYEATL-1950-2005-JENSEN",1997,489285,466100,108900,"MT","MT","MT"
"4455","ICCAT-BIGEYEATL-1950-2005-JENSEN",1998,450299,447400,110000,"MT","MT","MT"
"4456","ICCAT-BIGEYEATL-1950-2005-JENSEN",1999,419616,418600,127800,"MT","MT","MT"
"4457","ICCAT-BIGEYEATL-1950-2005-JENSEN",2000,403425,393600,103000,"MT","MT","MT"
"4458","ICCAT-BIGEYEATL-1950-2005-JENSEN",2001,412849,384400,93770,"MT","MT","MT"
"4459","ICCAT-BIGEYEATL-1950-2005-JENSEN",2002,438765,388200,76960,"MT","MT","MT"
"4460","ICCAT-BIGEYEATL-1950-2005-JENSEN",2003,447092,392900,91580,"MT","MT","MT"
"4461","ICCAT-BIGEYEATL-1950-2005-JENSEN",2004,421456,393900,85150,"MT","MT","MT"
"4462","ICCAT-BIGEYEATL-1950-2005-JENSEN",2005,534161,405600,71020,"MT","MT","MT"
"4463","ICCAT-SKJEATL-1950-2006-JENSEN",1950,NA,768026.51,704,"MT",NA,"MT"
"4464","ICCAT-SKJEATL-1950-2006-JENSEN",1951,NA,767936.72,459,"MT",NA,"MT"
"4465","ICCAT-SKJEATL-1950-2006-JENSEN",1952,NA,767934.76,581,"MT",NA,"MT"
"4466","ICCAT-SKJEATL-1950-2006-JENSEN",1953,NA,767833.72,786,"MT",NA,"MT"
"4467","ICCAT-SKJEATL-1950-2006-JENSEN",1954,NA,767773.79,720,"MT",NA,"MT"
"4468","ICCAT-SKJEATL-1950-2006-JENSEN",1955,NA,767608.11,1192,"MT",NA,"MT"
"4469","ICCAT-SKJEATL-1950-2006-JENSEN",1956,NA,767472.19,1152,"MT",NA,"MT"
"4470","ICCAT-SKJEATL-1950-2006-JENSEN",1957,NA,767779.59,176,"MT",NA,"MT"
"4471","ICCAT-SKJEATL-1950-2006-JENSEN",1958,NA,767978.4,458,"MT",NA,"MT"
"4472","ICCAT-SKJEATL-1950-2006-JENSEN",1959,NA,767978.84,426,"MT",NA,"MT"
"4473","ICCAT-SKJEATL-1950-2006-JENSEN",1960,NA,767735.77,1171,"MT",NA,"MT"
"4474","ICCAT-SKJEATL-1950-2006-JENSEN",1961,NA,767039.23,2577,"MT",NA,"MT"
"4475","ICCAT-SKJEATL-1950-2006-JENSEN",1962,NA,764311.78,9272,"MT",NA,"MT"
"4476","ICCAT-SKJEATL-1950-2006-JENSEN",1963,NA,759786.67,16069,"MT",NA,"MT"
"4477","ICCAT-SKJEATL-1950-2006-JENSEN",1964,NA,757734.09,13749,"MT",NA,"MT"
"4478","ICCAT-SKJEATL-1950-2006-JENSEN",1965,NA,754660.3,22536,"MT",NA,"MT"
"4479","ICCAT-SKJEATL-1950-2006-JENSEN",1966,NA,752340.08,21042,"MT",NA,"MT"
"4480","ICCAT-SKJEATL-1950-2006-JENSEN",1967,NA,751827.38,21568.93,"MT",NA,"MT"
"4481","ICCAT-SKJEATL-1950-2006-JENSEN",1968,NA,743165.85,45730.85,"MT",NA,"MT"
"4482","ICCAT-SKJEATL-1950-2006-JENSEN",1969,NA,741539.86,27452.77,"MT",NA,"MT"
"4483","ICCAT-SKJEATL-1950-2006-JENSEN",1970,NA,738077.91,47777.61,"MT",NA,"MT"
"4484","ICCAT-SKJEATL-1950-2006-JENSEN",1971,NA,722218.99,76447.89,"MT",NA,"MT"
"4485","ICCAT-SKJEATL-1950-2006-JENSEN",1972,NA,711229.14,74390.54,"MT",NA,"MT"
"4486","ICCAT-SKJEATL-1950-2006-JENSEN",1973,NA,707676.37,75491.8,"MT",NA,"MT"
"4487","ICCAT-SKJEATL-1950-2006-JENSEN",1974,NA,692124.42,113793.74,"MT",NA,"MT"
"4488","ICCAT-SKJEATL-1950-2006-JENSEN",1975,NA,699812.02,52464.79,"MT",NA,"MT"
"4489","ICCAT-SKJEATL-1950-2006-JENSEN",1976,NA,712556.46,65571.05,"MT",NA,"MT"
"4490","ICCAT-SKJEATL-1950-2006-JENSEN",1977,NA,698507.9,107221.23,"MT",NA,"MT"
"4491","ICCAT-SKJEATL-1950-2006-JENSEN",1978,NA,685962.61,100910.08,"MT",NA,"MT"
"4492","ICCAT-SKJEATL-1950-2006-JENSEN",1979,NA,689455.39,83125.55,"MT",NA,"MT"
"4493","ICCAT-SKJEATL-1950-2006-JENSEN",1980,NA,689376.73,98780.84,"MT",NA,"MT"
"4494","ICCAT-SKJEATL-1950-2006-JENSEN",1981,NA,681515.15,109563.08,"MT",NA,"MT"
"4495","ICCAT-SKJEATL-1950-2006-JENSEN",1982,NA,670420.53,124087.31,"MT",NA,"MT"
"4496","ICCAT-SKJEATL-1950-2006-JENSEN",1983,NA,669518.2,105443.53,"MT",NA,"MT"
"4497","ICCAT-SKJEATL-1950-2006-JENSEN",1984,NA,679090.2,91780,"MT",NA,"MT"
"4498","ICCAT-SKJEATL-1950-2006-JENSEN",1985,NA,690694.64,78798.5,"MT",NA,"MT"
"4499","ICCAT-SKJEATL-1950-2006-JENSEN",1986,NA,693826.38,90713.49,"MT",NA,"MT"
"4500","ICCAT-SKJEATL-1950-2006-JENSEN",1987,NA,690372.19,95065.45,"MT",NA,"MT"
"4501","ICCAT-SKJEATL-1950-2006-JENSEN",1988,NA,678478.34,121059.6,"MT",NA,"MT"
"4502","ICCAT-SKJEATL-1950-2006-JENSEN",1989,NA,677608.68,94037,"MT",NA,"MT"
"4503","ICCAT-SKJEATL-1950-2006-JENSEN",1990,NA,675182.13,118007.9,"MT",NA,"MT"
"4504","ICCAT-SKJEATL-1950-2006-JENSEN",1991,NA,641687.5,186329.21,"MT",NA,"MT"
"4505","ICCAT-SKJEATL-1950-2006-JENSEN",1992,NA,627898.05,140553.64,"MT",NA,"MT"
"4506","ICCAT-SKJEATL-1950-2006-JENSEN",1993,NA,621505.37,172463.84,"MT",NA,"MT"
"4507","ICCAT-SKJEATL-1950-2006-JENSEN",1994,NA,616733.53,155064.7,"MT",NA,"MT"
"4508","ICCAT-SKJEATL-1950-2006-JENSEN",1995,NA,623027.79,145521.86,"MT",NA,"MT"
"4509","ICCAT-SKJEATL-1950-2006-JENSEN",1996,NA,636174.22,126565.64,"MT",NA,"MT"
"4510","ICCAT-SKJEATL-1950-2006-JENSEN",1997,NA,651383.22,114370.58,"MT",NA,"MT"
"4511","ICCAT-SKJEATL-1950-2006-JENSEN",1998,NA,657894.58,122611.91,"MT",NA,"MT"
"4512","ICCAT-SKJEATL-1950-2006-JENSEN",1999,NA,651960.07,139132.07,"MT",NA,"MT"
"4513","ICCAT-SKJEATL-1950-2006-JENSEN",2000,NA,652884.86,119291.78,"MT",NA,"MT"
"4514","ICCAT-SKJEATL-1950-2006-JENSEN",2001,NA,656630.12,124316.42,"MT",NA,"MT"
"4515","ICCAT-SKJEATL-1950-2006-JENSEN",2002,NA,667826.86,95180.91,"MT",NA,"MT"
"4516","ICCAT-SKJEATL-1950-2006-JENSEN",2003,NA,670120.86,120544.45,"MT",NA,"MT"
"4517","ICCAT-SKJEATL-1950-2006-JENSEN",2004,NA,660490.34,131245.49,"MT",NA,"MT"
"4518","ICCAT-SKJEATL-1950-2006-JENSEN",2005,NA,652947.18,133724.03,"MT",NA,"MT"
"4519","ICCAT-SKJEATL-1950-2006-JENSEN",2006,NA,656086.01,115723.31,"MT",NA,"MT"
"4520","ICCAT-SKJWATL-1952-2006-JENSEN",1952,NA,194191.85,1229,"MT",NA,"MT"
"4521","ICCAT-SKJWATL-1952-2006-JENSEN",1953,NA,193910.66,1281,"MT",NA,"MT"
"4522","ICCAT-SKJWATL-1952-2006-JENSEN",1954,NA,193718.81,1370,"MT",NA,"MT"
"4523","ICCAT-SKJWATL-1952-2006-JENSEN",1955,NA,193601.62,1396,"MT",NA,"MT"
"4524","ICCAT-SKJWATL-1952-2006-JENSEN",1956,NA,193519.2,1503,"MT",NA,"MT"
"4525","ICCAT-SKJWATL-1952-2006-JENSEN",1957,NA,193309.38,1955,"MT",NA,"MT"
"4526","ICCAT-SKJWATL-1952-2006-JENSEN",1958,NA,193242.16,1650,"MT",NA,"MT"
"4527","ICCAT-SKJWATL-1952-2006-JENSEN",1959,NA,193230.73,1830,"MT",NA,"MT"
"4528","ICCAT-SKJWATL-1952-2006-JENSEN",1960,NA,192649.85,3263,"MT",NA,"MT"
"4529","ICCAT-SKJWATL-1952-2006-JENSEN",1961,NA,192115.35,3295,"MT",NA,"MT"
"4530","ICCAT-SKJWATL-1952-2006-JENSEN",1962,NA,192366.46,2012,"MT",NA,"MT"
"4531","ICCAT-SKJWATL-1952-2006-JENSEN",1963,NA,192074.91,3963,"MT",NA,"MT"
"4532","ICCAT-SKJWATL-1952-2006-JENSEN",1964,NA,191118.3,5051,"MT",NA,"MT"
"4533","ICCAT-SKJWATL-1952-2006-JENSEN",1965,NA,191754.26,1545,"MT",NA,"MT"
"4534","ICCAT-SKJWATL-1952-2006-JENSEN",1966,NA,192756.75,1791,"MT",NA,"MT"
"4535","ICCAT-SKJWATL-1952-2006-JENSEN",1967,NA,192656.39,2790.07,"MT",NA,"MT"
"4536","ICCAT-SKJWATL-1952-2006-JENSEN",1968,NA,192454.75,2644.15,"MT",NA,"MT"
"4537","ICCAT-SKJWATL-1952-2006-JENSEN",1969,NA,192694.28,1858.23,"MT",NA,"MT"
"4538","ICCAT-SKJWATL-1952-2006-JENSEN",1970,NA,192711.36,2477.39,"MT",NA,"MT"
"4539","ICCAT-SKJWATL-1952-2006-JENSEN",1971,NA,192749.46,1990.11,"MT",NA,"MT"
"4540","ICCAT-SKJWATL-1952-2006-JENSEN",1972,NA,192538.15,2960.46,"MT",NA,"MT"
"4541","ICCAT-SKJWATL-1952-2006-JENSEN",1973,NA,192306.37,2899.3,"MT",NA,"MT"
"4542","ICCAT-SKJWATL-1952-2006-JENSEN",1974,NA,191990.5,3503.26,"MT",NA,"MT"
"4543","ICCAT-SKJWATL-1952-2006-JENSEN",1975,NA,191737.41,3562.21,"MT",NA,"MT"
"4544","ICCAT-SKJWATL-1952-2006-JENSEN",1976,NA,191546.16,3773.95,"MT",NA,"MT"
"4545","ICCAT-SKJWATL-1952-2006-JENSEN",1977,NA,191559.66,3355.77,"MT",NA,"MT"
"4546","ICCAT-SKJWATL-1952-2006-JENSEN",1978,NA,190308.88,7204.93,"MT",NA,"MT"
"4547","ICCAT-SKJWATL-1952-2006-JENSEN",1979,NA,189284.47,6570.45,"MT",NA,"MT"
"4548","ICCAT-SKJWATL-1952-2006-JENSEN",1980,NA,186971.13,12392.26,"MT",NA,"MT"
"4549","ICCAT-SKJWATL-1952-2006-JENSEN",1981,NA,180694.45,23092.45,"MT",NA,"MT"
"4550","ICCAT-SKJWATL-1952-2006-JENSEN",1982,NA,172157.05,32526.79,"MT",NA,"MT"
"4551","ICCAT-SKJWATL-1952-2006-JENSEN",1983,NA,166039.58,32014.64,"MT",NA,"MT"
"4552","ICCAT-SKJWATL-1952-2006-JENSEN",1984,NA,161993.02,35596,"MT",NA,"MT"
"4553","ICCAT-SKJWATL-1952-2006-JENSEN",1985,NA,157171.2,40272.31,"MT",NA,"MT"
"4554","ICCAT-SKJWATL-1952-2006-JENSEN",1986,NA,156798.05,32151.24,"MT",NA,"MT"
"4555","ICCAT-SKJWATL-1952-2006-JENSEN",1987,NA,162129.73,24163.55,"MT",NA,"MT"
"4556","ICCAT-SKJWATL-1952-2006-JENSEN",1988,NA,167132.69,23736.32,"MT",NA,"MT"
"4557","ICCAT-SKJWATL-1952-2006-JENSEN",1989,NA,168316.4,26382.38,"MT",NA,"MT"
"4558","ICCAT-SKJWATL-1952-2006-JENSEN",1990,NA,168429.24,26110.29,"MT",NA,"MT"
"4559","ICCAT-SKJWATL-1952-2006-JENSEN",1991,NA,165637.98,33403.89,"MT",NA,"MT"
"4560","ICCAT-SKJWATL-1952-2006-JENSEN",1992,NA,163562.13,30154.56,"MT",NA,"MT"
"4561","ICCAT-SKJWATL-1952-2006-JENSEN",1993,NA,162238.33,33220.8,"MT",NA,"MT"
"4562","ICCAT-SKJWATL-1952-2006-JENSEN",1994,NA,162189.93,29949.09,"MT",NA,"MT"
"4563","ICCAT-SKJWATL-1952-2006-JENSEN",1995,NA,166199.4,21858.93,"MT",NA,"MT"
"4564","ICCAT-SKJWATL-1952-2006-JENSEN",1996,NA,168158.26,27561.6,"MT",NA,"MT"
"4565","ICCAT-SKJWATL-1952-2006-JENSEN",1997,NA,165766.96,31711.76,"MT",NA,"MT"
"4566","ICCAT-SKJWATL-1952-2006-JENSEN",1998,NA,164523.16,29087.04,"MT",NA,"MT"
"4567","ICCAT-SKJWATL-1952-2006-JENSEN",1999,NA,165355.44,27355.53,"MT",NA,"MT"
"4568","ICCAT-SKJWATL-1952-2006-JENSEN",2000,NA,165490.89,29306.61,"MT",NA,"MT"
"4569","ICCAT-SKJWATL-1952-2006-JENSEN",2001,NA,164120.74,31450.76,"MT",NA,"MT"
"4570","ICCAT-SKJWATL-1952-2006-JENSEN",2002,NA,166773.07,21599.72,"MT",NA,"MT"
"4571","ICCAT-SKJWATL-1952-2006-JENSEN",2003,NA,169605.21,24748.53,"MT",NA,"MT"
"4572","ICCAT-SKJWATL-1952-2006-JENSEN",2004,NA,168776.21,27461.48,"MT",NA,"MT"
"4573","ICCAT-SKJWATL-1952-2006-JENSEN",2005,NA,167323.13,28516.58,"MT",NA,"MT"
"4574","ICCAT-SKJWATL-1952-2006-JENSEN",2006,NA,167224.43,26453.62,"MT",NA,"MT"
"4575","ICCAT-SWORDMED-1968-2006-JENSEN",1968,NA,176000,3440,"MT",NA,"MT"
"4576","ICCAT-SWORDMED-1968-2006-JENSEN",1969,NA,181000,3720,"MT",NA,"MT"
"4577","ICCAT-SWORDMED-1968-2006-JENSEN",1970,NA,186000,3340,"MT",NA,"MT"
"4578","ICCAT-SWORDMED-1968-2006-JENSEN",1971,NA,190000,4980,"MT",NA,"MT"
"4579","ICCAT-SWORDMED-1968-2006-JENSEN",1972,NA,193000,5960,"MT",NA,"MT"
"4580","ICCAT-SWORDMED-1968-2006-JENSEN",1973,NA,194000,4810,"MT",NA,"MT"
"4581","ICCAT-SWORDMED-1968-2006-JENSEN",1974,NA,196000,5030,"MT",NA,"MT"
"4582","ICCAT-SWORDMED-1968-2006-JENSEN",1975,NA,197000,4300,"MT",NA,"MT"
"4583","ICCAT-SWORDMED-1968-2006-JENSEN",1976,NA,199000,4640,"MT",NA,"MT"
"4584","ICCAT-SWORDMED-1968-2006-JENSEN",1977,NA,201000,5280,"MT",NA,"MT"
"4585","ICCAT-SWORDMED-1968-2006-JENSEN",1978,NA,202000,5960,"MT",NA,"MT"
"4586","ICCAT-SWORDMED-1968-2006-JENSEN",1979,NA,201000,5550,"MT",NA,"MT"
"4587","ICCAT-SWORDMED-1968-2006-JENSEN",1980,NA,202000,6580,"MT",NA,"MT"
"4588","ICCAT-SWORDMED-1968-2006-JENSEN",1981,NA,201000,6810,"MT",NA,"MT"
"4589","ICCAT-SWORDMED-1968-2006-JENSEN",1982,NA,2e+05,6340,"MT",NA,"MT"
"4590","ICCAT-SWORDMED-1968-2006-JENSEN",1983,NA,2e+05,6900,"MT",NA,"MT"
