"","ASSESSID","TSYEAR","SSB","TOTAL","CATCH_LANDINGS","units_total","units_ssb","units_catch"
"7137","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1988,225632,NA,74661,NA,"MT","MT"
"7138","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1989,288671,NA,97194,NA,"MT","MT"
"7139","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1990,352937,NA,93870,NA,"MT","MT"
"7140","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1991,460320,NA,79973,NA,"MT","MT"
"7141","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1992,632953,NA,93196,NA,"MT","MT"
"7142","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1993,806918,NA,88677,NA,"MT","MT"
"7143","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1994,735917,NA,76831,NA,"MT","MT"
"7144","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1995,739406,NA,103787,NA,"MT","MT"
"7145","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1996,795292,NA,127002,NA,"MT","MT"
"7146","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1997,984776,NA,119729,NA,"MT","MT"
"7147","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1998,1031830,NA,125829.36,NA,"MT","MT"
"7148","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",1999,1048570,NA,124250.99,NA,"MT","MT"
"7149","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",2000,1168850,NA,125958.4,NA,"MT","MT"
"7150","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",2001,1265530,NA,133204.01,NA,"MT","MT"
"7151","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",2002,1054080,NA,106569.39,NA,"MT","MT"
"7152","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",2003,1033180,NA,109717.64,NA,"MT","MT"
"7153","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",2004,1024840,NA,115059.2952,NA,"MT","MT"
"7154","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ",2005,1047040,NA,105897.5957,NA,"MT","MT"
"7155","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1967,NA,0.2,995,"relative",NA,"MT"
"7156","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1968,NA,0.3,3271,"relative",NA,"MT"
"7157","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1969,NA,0.1,1537,"relative",NA,"MT"
"7158","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1970,NA,0.3,2826,"relative",NA,"MT"
"7159","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1971,NA,0.3,6614,"relative",NA,"MT"
"7160","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1972,NA,0.3,17641,"relative",NA,"MT"
"7161","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1973,NA,0.4,19155,"relative",NA,"MT"
"7162","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1974,NA,0.4,20628,"relative",NA,"MT"
"7163","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1975,NA,1.4,17926,"relative",NA,"MT"
"7164","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1976,NA,7,24936,"relative",NA,"MT"
"7165","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1977,NA,3.7,24795,"relative",NA,"MT"
"7166","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1978,NA,4.5,17592,"relative",NA,"MT"
"7167","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1979,NA,6.1,17241,"relative",NA,"MT"
"7168","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1980,NA,3.3,17828,"relative",NA,"MT"
"7169","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1981,NA,9.3,15571,"relative",NA,"MT"
"7170","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1982,NA,0.6,18633,"relative",NA,"MT"
"7171","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1983,NA,0.2,11584,"relative",NA,"MT"
"7172","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1984,NA,0.5,9919,"relative",NA,"MT"
"7173","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1985,NA,0.4,6115,"relative",NA,"MT"
"7174","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1986,NA,0.3,7470,"relative",NA,"MT"
"7175","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1987,NA,1.5,10102,"relative",NA,"MT"
"7176","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1988,NA,3,1958,"relative",NA,"MT"
"7177","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1989,NA,3.3,6801,"relative",NA,"MT"
"7178","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1990,NA,2.4,11670,"relative",NA,"MT"
"7179","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1991,NA,0.7,11908.1,"relative",NA,"MT"
"7180","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1992,NA,0.8,17827,"relative",NA,"MT"
"7181","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1993,NA,1.6,18012,"relative",NA,"MT"
"7182","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1994,NA,0.9,18350,"relative",NA,"MT"
"7183","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1995,NA,0.7,14058,"relative",NA,"MT"
"7184","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1996,NA,0.9,16969,"relative",NA,"MT"
"7185","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1997,NA,0.5,13629,"relative",NA,"MT"
"7186","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1998,NA,1.4,23568,"relative",NA,"MT"
"7187","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",1999,NA,0.2,7388,"relative",NA,"MT"
"7188","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",2000,NA,0.7,9011,"relative",NA,"MT"
"7189","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",2001,NA,0.3,4009,"relative",NA,"MT"
"7190","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",2002,NA,0.4,2750,"relative",NA,"MT"
"7191","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",2003,NA,1.9,6391,"relative",NA,"MT"
"7192","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",2004,NA,0.4,26097,"relative",NA,"MT"
"7193","NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON",2005,NA,0.7,12032,"relative",NA,"MT"
"7194","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1960,NA,NA,9762,NA,NA,"MT"
"7195","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1961,NA,NA,6841,NA,NA,"MT"
"7196","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1962,298218,NA,8078,NA,"MT","MT"
"7197","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1963,302204,NA,9081,NA,"MT","MT"
"7198","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1964,316138,NA,13405,NA,"MT","MT"
"7199","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1965,335921,NA,20825,NA,"MT","MT"
"7200","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1966,370182,NA,23496,NA,"MT","MT"
"7201","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1967,444874,NA,34181,NA,"MT","MT"
"7202","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1968,830780,NA,90530,NA,"MT","MT"
"7203","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1969,1363650,NA,137189,NA,"MT","MT"
"7204","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1970,1595940,NA,251958,NA,"MT","MT"
"7205","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1971,1649840,NA,382794,NA,"MT","MT"
"7206","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1972,1702460,NA,415831,NA,"MT","MT"
"7207","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1973,1232660,NA,436698,NA,"MT","MT"
"7208","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1974,937695,NA,367534,NA,"MT","MT"
"7209","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1975,722828,NA,315145,NA,"MT","MT"
"7210","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1976,662745,NA,259052,NA,"MT","MT"
"7211","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1977,677078,NA,80719,NA,"MT","MT"
"7212","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1978,781903,NA,28345,NA,"MT","MT"
"7213","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1979,803025,NA,36630,NA,"MT","MT"
"7214","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1980,797684,NA,27910,NA,"MT","MT"
"7215","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1981,774038,NA,30890,NA,"MT","MT"
"7216","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1982,779491,NA,27026,NA,"MT","MT"
"7217","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1983,858714,NA,32588,NA,"MT","MT"
"7218","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1984,1091050,NA,41689,NA,"MT","MT"
"7219","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1985,1359020,NA,72933,NA,"MT","MT"
"7220","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1986,1298590,NA,71097,NA,"MT","MT"
"7221","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1987,1148500,NA,80458,NA,"MT","MT"
"7222","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1988,1069980,NA,83434,NA,"MT","MT"
"7223","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1989,961606,NA,74383,NA,"MT","MT"
"7224","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1990,1029830,NA,86891,NA,"MT","MT"
"7225","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1991,1247150,NA,71309,NA,"MT","MT"
"7226","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1992,1268870,NA,38843,NA,"MT","MT"
"7227","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1993,1161180,NA,31955,NA,"MT","MT"
"7228","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1994,1083990,NA,31195,NA,"MT","MT"
"7229","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1995,1057130,NA,27378,NA,"MT","MT"
"7230","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1996,1143530,NA,37917,NA,"MT","MT"
"7231","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1997,1171520,NA,38444,NA,"MT","MT"
"7232","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1998,1194200,NA,34419,NA,"MT","MT"
"7233","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",1999,1262610,NA,29922,NA,"MT","MT"
"7234","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",2000,1327620,NA,20477,NA,"MT","MT"
"7235","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",2001,1847910,NA,37742,NA,"MT","MT"
"7236","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",2002,2265870,NA,62140,NA,"MT","MT"
"7237","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",2003,2353680,NA,79491,NA,"MT","MT"
"7238","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",2004,2323050,NA,105683,NA,"MT","MT"
"7239","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ",2005,NA,NA,76827,NA,NA,"MT"
"7240","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1964,NA,NA,NA,NA,NA,NA
"7241","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1965,NA,NA,NA,NA,NA,NA
"7242","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1966,NA,NA,NA,NA,NA,NA
"7243","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1967,NA,NA,NA,NA,NA,NA
"7244","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1968,NA,NA,NA,NA,NA,NA
"7245","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1969,NA,NA,NA,NA,NA,NA
"7246","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1970,NA,NA,NA,NA,NA,NA
"7247","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1971,NA,NA,NA,NA,NA,NA
"7248","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1972,NA,NA,NA,NA,NA,NA
"7249","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1973,NA,NA,NA,NA,NA,NA
"7250","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1974,NA,NA,NA,NA,NA,NA
"7251","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1975,NA,NA,NA,NA,NA,NA
"7252","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1976,NA,NA,NA,NA,NA,NA
"7253","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1977,NA,NA,NA,NA,NA,NA
"7254","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1978,NA,NA,NA,NA,NA,NA
"7255","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1979,NA,NA,NA,NA,NA,NA
"7256","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1980,NA,127270,4390,"MT",NA,"MT"
"7257","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1981,NA,123280,4087,"MT",NA,"MT"
"7258","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1982,NA,119680,4701,"MT",NA,"MT"
"7259","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1983,NA,115550,4646,"MT",NA,"MT"
"7260","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1984,NA,111380,4935,"MT",NA,"MT"
"7261","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1985,NA,106180,5373,"MT",NA,"MT"
"7262","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1986,NA,99930,4979,"MT",NA,"MT"
"7263","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1987,NA,94260,5874,"MT",NA,"MT"
"7264","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1988,NA,87140,6008,"MT",NA,"MT"
"7265","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1989,NA,80340,7323,"MT",NA,"MT"
"7266","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1990,NA,73290,6535,"MT",NA,"MT"
"7267","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1991,NA,68360,6726,"MT",NA,"MT"
"7268","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1992,NA,66240,7954,"MT",NA,"MT"
"7269","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1993,NA,67620,11530,"MT",NA,"MT"
"7270","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1994,NA,66120,11335,"MT",NA,"MT"
"7271","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1995,NA,66260,13500,"MT",NA,"MT"
"7272","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1996,NA,65230,12789,"MT",NA,"MT"
"7273","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1997,NA,65330,11051,"MT",NA,"MT"
"7274","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1998,NA,69090,8205,"MT",NA,"MT"
"7275","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",1999,NA,78250,9918,"MT",NA,"MT"
"7276","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",2000,NA,88350,11743,"MT",NA,"MT"
"7277","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",2001,NA,97950,16245,"MT",NA,"MT"
"7278","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",2002,NA,103030,15457,"MT",NA,"MT"
"7279","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",2003,NA,108330,16309,"MT",NA,"MT"
"7280","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",2004,NA,110080,14062,"MT",NA,"MT"
"7281","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",2005,NA,112870,11159,"MT",NA,"MT"
"7282","NEFSC-MONKGOMNGB-1964-2006-RICHARDS",2006,NA,118700,7187,"MT",NA,"MT"
"7283","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1964,NA,NA,NA,NA,NA,NA
"7284","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1965,NA,NA,NA,NA,NA,NA
"7285","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1966,NA,NA,NA,NA,NA,NA
"7286","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1967,NA,NA,NA,NA,NA,NA
"7287","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1968,NA,NA,NA,NA,NA,NA
"7288","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1969,NA,NA,NA,NA,NA,NA
"7289","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1970,NA,NA,NA,NA,NA,NA
"7290","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1971,NA,NA,NA,NA,NA,NA
"7291","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1972,NA,NA,NA,NA,NA,NA
"7292","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1973,NA,NA,NA,NA,NA,NA
"7293","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1974,NA,NA,NA,NA,NA,NA
"7294","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1975,NA,NA,NA,NA,NA,NA
"7295","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1976,NA,NA,NA,NA,NA,NA
"7296","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1977,NA,NA,NA,NA,NA,NA
"7297","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1978,NA,NA,NA,NA,NA,NA
"7298","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1979,NA,NA,NA,NA,NA,NA
"7299","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1980,NA,107913,6430.08,"MT",NA,"MT"
"7300","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1981,NA,116802,4460.56,"MT",NA,"MT"
"7301","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1982,NA,127140,4139.13,"MT",NA,"MT"
"7302","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1983,NA,136882,4582.21,"MT",NA,"MT"
"7303","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1984,NA,144669,4182.36,"MT",NA,"MT"
"7304","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1985,NA,150441,4712.79,"MT",NA,"MT"
"7305","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1986,NA,152103,4476.04,"MT",NA,"MT"
"7306","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1987,NA,152672,4487.84,"MT",NA,"MT"
"7307","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1988,NA,150345,5316.34,"MT",NA,"MT"
"7308","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1989,NA,145578,11378.88,"MT",NA,"MT"
"7309","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1990,NA,133814,8829.67,"MT",NA,"MT"
"7310","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1991,NA,127035,11093.52,"MT",NA,"MT"
"7311","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1992,NA,118800,14519.27,"MT",NA,"MT"
"7312","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1993,NA,110418,16144.83,"MT",NA,"MT"
"7313","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1994,NA,104390,13918.79,"MT",NA,"MT"
"7314","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1995,NA,104045,17064.32,"MT",NA,"MT"
"7315","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1996,NA,101554,17651.95,"MT",NA,"MT"
"7316","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1997,NA,100182,19614.48,"MT",NA,"MT"
"7317","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1998,NA,98366.6,20438.44,"MT",NA,"MT"
"7318","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",1999,NA,96415.3,17315.87,"MT",NA,"MT"
"7319","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",2000,NA,99755.6,11638.46,"MT",NA,"MT"
"7320","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",2001,NA,107380,14603.92,"MT",NA,"MT"
"7321","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",2002,NA,112560,12266.11,"MT",NA,"MT"
"7322","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",2003,NA,120069,14315.69,"MT",NA,"MT"
"7323","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",2004,NA,124262,10676.82,"MT",NA,"MT"
"7324","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",2005,NA,129989,11380.26,"MT",NA,"MT"
"7325","NEFSC-MONKSGBMATL-1964-2006-RICHARDS",2006,NA,135454,9560.97,"MT",NA,"MT"
"7326","NEFSC-POLL5YZ-1963-2007-MAYO",1963,NA,NA,6241,NA,NA,"MT"
"7327","NEFSC-POLL5YZ-1963-2007-MAYO",1964,NA,3.339,9008,"relative",NA,"MT"
"7328","NEFSC-POLL5YZ-1963-2007-MAYO",1965,NA,2.291,9000,"relative",NA,"MT"
"7329","NEFSC-POLL5YZ-1963-2007-MAYO",1966,NA,1.822,9847,"relative",NA,"MT"
"7330","NEFSC-POLL5YZ-1963-2007-MAYO",1967,NA,1.92,8534,"relative",NA,"MT"
"7331","NEFSC-POLL5YZ-1963-2007-MAYO",1968,NA,2.463,5222,"relative",NA,"MT"
"7332","NEFSC-POLL5YZ-1963-2007-MAYO",1969,NA,2.592,9822,"relative",NA,"MT"
"7333","NEFSC-POLL5YZ-1963-2007-MAYO",1970,NA,2.437,11976,"relative",NA,"MT"
"7334","NEFSC-POLL5YZ-1963-2007-MAYO",1971,NA,2.389,15203,"relative",NA,"MT"
"7335","NEFSC-POLL5YZ-1963-2007-MAYO",1972,NA,3.168,13013,"relative",NA,"MT"
"7336","NEFSC-POLL5YZ-1963-2007-MAYO",1973,NA,2.953,13076,"relative",NA,"MT"
"7337","NEFSC-POLL5YZ-1963-2007-MAYO",1974,NA,2.358,12393,"relative",NA,"MT"
"7338","NEFSC-POLL5YZ-1963-2007-MAYO",1975,NA,3.868,13871,"relative",NA,"MT"
"7339","NEFSC-POLL5YZ-1963-2007-MAYO",1976,NA,5.23,13382,"relative",NA,"MT"
"7340","NEFSC-POLL5YZ-1963-2007-MAYO",1977,NA,6.019,16273,"relative",NA,"MT"
"7341","NEFSC-POLL5YZ-1963-2007-MAYO",1978,NA,4.521,22305,"relative",NA,"MT"
"7342","NEFSC-POLL5YZ-1963-2007-MAYO",1979,NA,3.528,18452,"relative",NA,"MT"
"7343","NEFSC-POLL5YZ-1963-2007-MAYO",1980,NA,2.601,23539,"relative",NA,"MT"
"7344","NEFSC-POLL5YZ-1963-2007-MAYO",1981,NA,1.698,22820.12,"relative",NA,"MT"
"7345","NEFSC-POLL5YZ-1963-2007-MAYO",1982,NA,1.24,20284.69,"relative",NA,"MT"
"7346","NEFSC-POLL5YZ-1963-2007-MAYO",1983,NA,1.067,18396.87,"relative",NA,"MT"
"7347","NEFSC-POLL5YZ-1963-2007-MAYO",1984,NA,1.193,20747.71,"relative",NA,"MT"
"7348","NEFSC-POLL5YZ-1963-2007-MAYO",1985,NA,1.132,21328.01,"relative",NA,"MT"
"7349","NEFSC-POLL5YZ-1963-2007-MAYO",1986,NA,1.351,26649.87,"relative",NA,"MT"
"7350","NEFSC-POLL5YZ-1963-2007-MAYO",1987,NA,1.366,23582.73,"relative",NA,"MT"
"7351","NEFSC-POLL5YZ-1963-2007-MAYO",1988,NA,1.21,17815.15,"relative",NA,"MT"
"7352","NEFSC-POLL5YZ-1963-2007-MAYO",1989,NA,1.133,12692.65,"relative",NA,"MT"
"7353","NEFSC-POLL5YZ-1963-2007-MAYO",1990,NA,0.754,11673.71,"relative",NA,"MT"
"7354","NEFSC-POLL5YZ-1963-2007-MAYO",1991,NA,0.851,10153.12,"relative",NA,"MT"
"7355","NEFSC-POLL5YZ-1963-2007-MAYO",1992,NA,0.688,10720.71,"relative",NA,"MT"
"7356","NEFSC-POLL5YZ-1963-2007-MAYO",1993,NA,0.581,10289.56,"relative",NA,"MT"
"7357","NEFSC-POLL5YZ-1963-2007-MAYO",1994,NA,0.446,7584.76,"relative",NA,"MT"
"7358","NEFSC-POLL5YZ-1963-2007-MAYO",1995,NA,0.495,4857.83,"relative",NA,"MT"
"7359","NEFSC-POLL5YZ-1963-2007-MAYO",1996,NA,0.72,4758.67,"relative",NA,"MT"
"7360","NEFSC-POLL5YZ-1963-2007-MAYO",1997,NA,0.81,5990.66,"relative",NA,"MT"
"7361","NEFSC-POLL5YZ-1963-2007-MAYO",1998,NA,1.102,7993.55,"relative",NA,"MT"
"7362","NEFSC-POLL5YZ-1963-2007-MAYO",1999,NA,1.049,5815.22,"relative",NA,"MT"
"7363","NEFSC-POLL5YZ-1963-2007-MAYO",2000,NA,1.608,5771.89,"relative",NA,"MT"
"7364","NEFSC-POLL5YZ-1963-2007-MAYO",2001,NA,1.716,6429.78,"relative",NA,"MT"
"7365","NEFSC-POLL5YZ-1963-2007-MAYO",2002,NA,2.167,5735.37,"relative",NA,"MT"
"7366","NEFSC-POLL5YZ-1963-2007-MAYO",2003,NA,1.992,6828.6,"relative",NA,"MT"
"7367","NEFSC-POLL5YZ-1963-2007-MAYO",2004,NA,2.218,7511.59,"relative",NA,"MT"
"7368","NEFSC-POLL5YZ-1963-2007-MAYO",2005,NA,1.806,8687.21,"relative",NA,"MT"
"7369","NEFSC-POLL5YZ-1963-2007-MAYO",2006,NA,1.415,7389.7,"relative",NA,"MT"
"7370","NEFSC-POLL5YZ-1963-2007-MAYO",2007,NA,0.898,9400.2,"relative",NA,"MT"
"7371","NEFSC-QUAHATLC-1978-2008-CHUTE",1978,NA,2412000,10415,"MT",NA,"MT"
"7372","NEFSC-QUAHATLC-1978-2008-CHUTE",1979,NA,2403000,15748,"MT",NA,"MT"
"7373","NEFSC-QUAHATLC-1978-2008-CHUTE",1980,NA,2389000,13407,"MT",NA,"MT"
"7374","NEFSC-QUAHATLC-1978-2008-CHUTE",1981,NA,2378000,13101,"MT",NA,"MT"
"7375","NEFSC-QUAHATLC-1978-2008-CHUTE",1982,NA,2368000,14234,"MT",NA,"MT"
"7376","NEFSC-QUAHATLC-1978-2008-CHUTE",1983,NA,2358000,14586,"MT",NA,"MT"
