"ASSESSID","COMMON","Scientific_name","MGMT","AREA","LME_NAME","LME_NUMBER","NUM_LMEs","BRP_BMSY","BRP_SSBMSY","metric_TOTAL","metric_SSB","firstYR_TOTAL","firstYR_SSB","mean_ut","median_ut","q90_ut","mean_umsy","median_umsy","q90umsy"
"NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","Black rockfish","Sebastes melanops","WCPFC","Southern Pacific Coast","California Current",3,1,NA,1444.6,"MT","E06larvae",1945,1945,0.0307351662201023,0.023606177044319,0.0656064420942984,NA,NA,NA
"NWFSC-BLUEROCKCAL-1916-2007-BRANCH","Blue rockfish","Sebastes mystinus","NMFS","California","California Current",3,1,NA,831,"MT","E06larvae",1945,1945,0.0532731582487886,0.0344663212435233,0.131929963961426,NA,NA,NA
"NWFSC-BOCACCSPCOAST-1951-2006-BRANCH","Bocaccio","Sebastes paucispinis","WCPFC","Southern Pacific Coast","California Current",3,1,NA,NA,"MT","E03eggs",1951,1951,0.138534235515498,0.128313166354217,0.251821907457335,NA,NA,NA
"NWFSC-CHILISPCOAST-1892-2007-BRANCH","Chilipepper","Sebastes goodei","WCPFC","Southern Pacific Coast","California Current",3,1,12126,NA,"MT","MT",1945,1945,0.0617539900689822,0.0507739398148624,0.128631793800791,NA,NA,NA
"NWFSC-COWCODSCAL-1900-2007-BRANCH","Cowcod","Sebastes levis","NMFS","Southern California","California Current",3,1,NA,995,"MT","MT",1945,1945,0.0984657677983815,0.0456717676047205,0.238685314685315,NA,NA,NA
"NWFSC-CROCKPCOAST-1916-2009-Stachura","Canary rockfish","Sebastes pinniger","NMFS","Pacific Coast","California Current",3,1,NA,9928,"MT","MT",1945,1945,0.0608757987888309,0.0322524453452351,0.159564805814857,NA,NA,NA
"NWFSC-DKROCKPCOAST-1928-2007-BRANCH","Darkblotched rockfish","Sebastes crameri","NMFS","Pacific Coast","California Current",3,1,NA,NA,"MT","E03eggs",1945,1945,0.0454995557310358,0.0223325625493048,0.121197712309636,NA,NA,NA
"NWFSC-ESOLEPCOAST-1876-2007-BRANCH","English sole","Solea vulgaris","NMFS","Pacific Coast","California Current",3,1,NA,6526,"MT","MT",1945,1945,0.0998296110404297,0.110516586365541,0.149223860577127,NA,NA,NA
"NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON","Kelp greenling","Hexagrammos decagrammus","NMFS","Oregon Coast","California Current",3,1,NA,123,"MT","MT",1979,1979,0.0324164377248258,0.0221274083953643,0.0636143330195779,0.259331501798607,0.177019267162915,0.508914664156623
"NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH","Longnose skate","Raja rhina","NMFS","Pacific Coast","California Current",3,1,NA,2626,"MT","MT",1945,1945,0.0115146202934885,0.00975207477269985,0.019469509450674,NA,NA,NA
"NWFSC-LSTHORNHPCOAST-1962-2005-STANTON","Longspine thornyhead","Sebastolobus altivelis","NMFS","Pacific Coast","California Current",3,1,NA,28305,"MT","MT",1964,1964,0.00895380699894672,0.00209301093311196,0.0309700985058968,NA,NA,NA
"NWFSC-PHAKEPCOAST-1966-2008-BRANCH","Pacific hake","Merluccius productus","NMFS","Pacific Coast","California Current",3,2,NA,680000,"MT","MT",1966,1966,0.0512994573629572,0.0313745751032615,0.130850778708292,NA,NA,NA
"NWFSC-POPERCHPCOAST-1953-2007-BRANCH","Pacific ocean perch","Sebastes alutus","NMFS","Pacific Coast","California Current",3,1,NA,14793,"MT","MT",1956,1956,0.0573622862639797,0.0537121479600652,0.0816392813381165,NA,NA,NA
"NWFSC-PSOLENPCOAST-1910-2005-STANTON","Petrale sole","Solea vulgaris","NMFS","Northern Pacific Coast","California Current",3,1,NA,2658,"MT","MT",1945,1945,0.153562077472247,0.138996418076949,0.268080271132586,1.27968397893539,1.15830348397457,2.23400225943822
"NWFSC-PSOLESPCOAST-1874-2005-STANTON","Petrale sole","Solea vulgaris","WCPFC","Southern Pacific Coast","California Current",3,1,NA,4121,"MT","MT",1945,1945,0.168870286816043,0.157445445853888,0.260281823104245,1.2062163344003,1.12461032752777,1.85915587931604
"NWFSC-SABLEFPCOAST-1900-2007-BRANCH","Sablefish","Anoplopoma fimbria","NMFS","Pacific Coast","California Current",3,1,91559,NA,"MT","MT",1945,1945,0.0258340947399132,0.0250987982390037,0.0494486811468968,NA,NA,NA
"NWFSC-SSTHORNHPCOAST-1901-2005-STANTON","Shortspine thornyhead","Sebastolobus alascanus","NMFS","Pacific Coast","California Current",3,NA,NA,52258,"MT","MT",1945,1945,0.0102130713830296,0.00859797913098505,0.0216559778699807,0.555058227338567,0.467281474510057,1.17695531902069
"NWFSC-WROCKPCOAST-1955-2006-BRANCH","Widow rockfish","Sebastes entomelas","NMFS","Pacific Coast","California Current",3,NA,NA,NA,"MT","MT",1958,1958,0.0310214102646962,0.0136065668631325,0.071406613138789,NA,NA,NA
"NWFSC-YEYEROCKPCOAST-1923-2006-BRANCH","Yelloweye rockfish","Sebastes ruberrimus","NMFS","Pacific Coast","California Current",3,NA,NA,1179,"MT","MT",1945,1945,0.0465186079157101,0.0178282478245424,0.127507165369445,NA,NA,NA
"NWFSC-YTROCKNPCOAST-1967-2005-STANTON","Yellowtail rockfish","Sebastes flavidus","NMFS","Northern Pacific Coast","California Current",3,NA,NA,12407,"MT","MT",1967,1967,0.0527705379395075,0.0500502012925614,0.0879016686760383,NA,NA,NA
"NWWG-CAPEICE-1977-2007-MINTO","Capelin","Mallotus villosus","ICES","Iceland Grounds","Iceland Shelf",59,1,NA,NA,"MT","MT",1978,1978,0.416456634400878,0.429169349645847,0.544674417679982,NA,NA,NA
"NWWG-CODFAPL-1959-2006-MINTO","Atlantic cod","Gadus morhua","ICES","Faroe Plateau","Faroe Plateau",60,1,NA,NA,"MT","MT",1961,1961,0.279386345722868,0.274729840488698,0.367989391316913,NA,NA,NA
"NWWG-CODICE-1952-2006-MINTO","Atlantic cod","Gadus morhua","ICES","Iceland Grounds","Iceland Shelf",59,1,NA,NA,"MT","MT",1955,1955,0.333567569452248,0.325847726057121,0.414329456299417,NA,NA,NA
"NWWG-HADFAPL-1955-2006-MINTO","Haddock","Melanogrammus aeglefinus","ICES","Faroe Plateau","Faroe Plateau",60,1,NA,NA,"MT","MT",1957,1957,0.187854473357438,0.182331758520642,0.257153976634202,NA,NA,NA
"NWWG-HADICE-1977-2007-MINTO","Haddock","Melanogrammus aeglefinus","ICES","Iceland Grounds","Iceland Shelf",59,1,NA,NA,"MT","MT",1979,1979,0.399091709920026,0.386456868824991,0.498454835343449,NA,NA,NA
"NWWG-POLLFAPL-1958-2006-MINTO","Pollock","Pollachius virens","ICES","Faroe Plateau","Faroe Plateau",60,1,NA,NA,"MT","MT",1961,1961,0.189035174631199,0.178752282175343,0.267738391266207,NA,NA,NA
"NZMFishDEEPWATER-BLACKOREOWECR-1973-2007-JENSEN","Black oreo","Allocyttus niger","MFish","West end of Chatham Rise","New Zealand Shelf",46,1,NA,27427,"MT","MT",1973,1973,0.022908332372416,0.0204582087072117,0.0385278101650372,NA,NA,NA
"NZMFishDEEPWATER-SMOOTHOREOCR-1979-2006-JENSEN","Smooth oreo","Pseudocyttus maculatus","MFish","Chatham Rise","New Zealand Shelf",46,1,NA,50242.75375,"MT","MT",1979,1979,0.0220637441978214,0.0253373478621732,0.0293759164857552,NA,NA,NA
"NZMFishDEEPWATER-SMOOTHOREOWECR-1973-2004-JENSEN","Smooth oreo","Pseudocyttus maculatus","MFish","West end of Chatham Rise","New Zealand Shelf",46,1,NA,21242.3892,"MT","MT",1973,1973,0.0428503980967772,0.0393953878489419,0.074278837571041,NA,NA,NA
"NZMFishHOKIWG-HOKIENZ-1972-2007-FRANCIS","Hoki","Macruronus novaezelandiae","MFish","Eastern New Zealand","New Zealand Shelf",46,1,NA,NA,"MT","MT",1972,1972,0.0413168948108384,0.0241944427489156,0.103056554066252,NA,NA,NA
"NZMFishHOKIWG-HOKIWNZ-1972-2007-FRANCIS","Hoki","Macruronus novaezelandiae","MFish","Western New Zealand","New Zealand Shelf",46,1,NA,NA,"MT","MT",1972,1972,0.0765684311518292,0.067374567156599,0.170759741033924,NA,NA,NA
"NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN","New Zealand snapper","Chrysophrys auratus","MFish","New Zealand Area 8 (Auckland and Central West)","New Zealand Shelf",46,1,NA,23536.1148,"MT","MT",1945,1945,0.126965822612738,0.167776502307076,0.238460831684881,NA,NA,NA
"NZMFishINSHOREWG-TREVALLYTRE7-1944-2005-JENSEN","Trevally","Pseudocaranx dentex","MFish","New Zealand Areas TRE 7","New Zealand Shelf",46,NA,NA,15634.89433,"MT","MT",1945,1945,0.0463812763766432,0.056455204201203,0.0859171498193429,NA,NA,NA
"NZMFishLOBSTERWG-RROCKLOBSTERCRA1-1945-2001-JENSEN","Red rock lobster","Jasus edwardsii","MFish",NA,"New Zealand Shelf",46,1,NA,NA,"no value","no value",1945,NA,0.155459256338831,0.146362735381566,0.271820964135093,NA,NA,NA
"NZMFishLOBSTERWG-RROCKLOBSTERCRA2-1945-2001-JENSEN","Red rock lobster","Jasus edwardsii","MFish",NA,"New Zealand Shelf",46,1,NA,NA,"no value","no value",1945,NA,0.358870500141783,0.256195373004097,0.842018367235621,NA,NA,NA
"NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2007-JENSEN","Red rock lobster","Jasus edwardsii","MFish",NA,"New Zealand Shelf",46,1,NA,NA,"no value","no value",1945,NA,0.924561733952355,0.58057070065996,2.12664783067366,NA,NA,NA
