84
7082.2
0 7082.2
0 7082.2
11 7082.2
11 7071.5
11 7061
11 7050.6
11 7040.4
11 7030.4
11 7020.4
11 7010.7
11 7001.2
11 6991.8
11 6982.6
11 6973.6
11 6964.8
11 6956.2
11 6947.7
11 6939.4
11 6931.3
11 6923.4
11 6915.6
11 6908
11 6900.5
11 6893.2
11 6886.1
11 6879.1
11 6872.3
11 6865.6
11 6859.1
11 6852.6
11 6846.4
11 6840.2
57.3 6834.2
65 6783
64 6724.8
72.8 6668.4
65.3 6604
60.7 6548.1
53.9 6497.5
53.5 6454.5
61.6 6412.8
53.8 6364.1
61.3 6324
66.1 6277.4
67.3 6226.9
68.6 6176.1
101.2 6113.1
107.2 6018.1
105.6 5918.1
144.6 5914.8
174.4 5795.1
170.6 5649.9
176.1 5508.1
204.2 5435.9
216.2 5272.8
216 5124.5
296.8 4980.6
377.1 4763.6
406.2 4470
460 4213.6
392.2 3859
261.2 3570.8
298.6 3406.8
218 3286.5
271.3 3173.4
275.5 3021.7
352.7 2866.9
242.3 2639.7
368.1 2506.9
374 2264.5
311.4 2010.1
218.3 1814.4
253.2 1700
211.6 1547
237.4 1425
106.6 1269.8
157.6 1231.2
42.3 1141
52.7 1155.8
13 1160.2
10.8 1199
10.1 1238.2
14.8 1276.9
14.4 1309.8
