77
447882
39260 178917
39439 159477
30855 136671
19180 115530
32046 128360
35387 133264
36534 147376
37897 166966
43845 173516
34963 189729
51262 211183
45262 194729
37429 163113
33149 163564
26552 159258
37373 171384
41795 166009
41160 134785
33681 154986
42879 139713
43398 159389
45621 143623
32004 168761
48301 161422
33086 180423
39659 180406
35846 174727
27086 179128
26595 214766
33352 261928
37085 266177
40400 246773
39152 290348
54324 447882
202584 427380
136760 265251
39031 137890
25612 91654
11136 57664
4708 43090
4856 31423
2274 30466
5749 29102
5603 44728
3731 32703
2491 68129
21780 94995
16899 99303
10413 116120
39975 115199
17790 79622
8893 59322
5343 45592
4090 35618
4707 27947
3941 30628
4350 28843
3968 29525
3457 28899
3641 30458
4013 27822
3668 24608
2350 28481
2692 33749
1370 37729
2171 47291
2040 58018
2844 67993
3260 96686
4456 107289
6544 126863
7212 139939
7038 143664
11239 188479
12797 231992
10607 306808
15454 345015
