49
1522522
59669 521599
65221 560404
63759 452889
46353 459481
58195 567345
49030 599628
64234 547433
68669 1145548
100619 870956
90400 848638
84614 968245
107170 994218
165930 1010076
207167 1522522
164756 1121975
210270 805073
178160 578215
114001 437091
93642 265951
41341 164986
22156 172660
60 220389
306 257150
51420 367133
92360 308579
63523 434311
56012 360340
39142 355762
70764 321966
44360 392008
35591 346130
34026 331958
44693 282168
28529 217644
28985 226087
31778 192193
24430 186474
29575 165737
26105 203681
35233 224251
33353 189672
29736 147028
18322 211001
24556 224184
32914 242966
28081 198298
25021 157963
14129 118948
27346 111054
