"stock","res","yr","ct"
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1880,404.1662238
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1881,363.755226
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1882,322.8938109
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1883,287.719537
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1884,252.5443559
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1885,216.9192111
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1886,181.7417621
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1887,92.51923571
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1888,96.5625581
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1889,122.1646722
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1890,110.0102111
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1891,122.261741
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1892,132.9819431
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1893,141.5067581
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1894,147.3553781
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1895,151.4263696
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1896,154.6241958
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1897,154.5126121
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1898,247.0586098
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1899,327.7771864
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1900,403.82104
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1901,462.9753818
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1902,510.9105698
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1903,480.8764046
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1904,459.0781161
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1905,426.9733018
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1906,393.7544645
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1907,359.259672
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1908,333.9442282
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1909,287.3094895
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1910,244.3048505
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1911,239.4777205
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1912,235.0810496
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1913,230.8000448
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1914,226.4097243
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1915,222.0216717
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1916,217.2095103
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1917,212.8269008
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1918,208.4470129
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1919,213.9223264
"SEFSC-RSNAPWGM-1880-2003-STANTON","Medium",1920,219.3999078
