"stock","res","yr","ct"
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1945,0
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1946,0
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1947,126.25362
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1948,269.81133
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1949,128.79382
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1950,48.52505
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1951,91.60701
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1952,27.21
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1953,47.16402
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1954,60.76897
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1955,50.79196
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1956,39.90804
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1957,48.329939
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1958,98.391073
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1959,192.7487
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1960,268.145318
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1961,24.01031
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1962,53.75526
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1963,135.89283
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1964,159.1662
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1965,179.9431
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1966,178.80347
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1967,140.02746
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1968,140.365721
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1969,182.662443
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1970,245.05357
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1971,179.677908
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1972,149.490875
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1973,298.69012
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1974,338.428583
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1975,157.36694
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1976,493.25906
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1977,483.08742
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1978,458.67101
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1979,732.03755
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1980,789.4832
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1981,1150.9434
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1982,1264.2184
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1983,1374.3749
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1984,1103.8075
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1985,1545.1723
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1986,2155.4727
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1987,1511.4218
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1988,1731.3679
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1989,1410.42995
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1990,2351.2883
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1991,2097.1776
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1992,1332.2065
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1993,2448.9199
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1994,1669.2544
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1995,2043.469
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1996,1816.579
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1997,1666.878
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1998,1714.454
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",1999,1448.728
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",2000,1268.557
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",2001,1477.592
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",2002,1552.662
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",2003,1661.054
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",2004,1193.033
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",2005,1080.138
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",2006,1634.728
"CSIRO-SWHITSE-1945-2007-FULTON","Medium",2007,1523.548
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1913,0
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1914,0
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1915,445.6
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1916,447.4
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1917,518.6
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1918,805.7
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1919,1381.4
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1920,1117.3
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1921,1556.8
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1922,1007.8
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1923,954.6
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1924,1627.7
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1925,2363.3
"CSIRO-TIGERFLATSE-1913-2006-FULTON","Medium",1926,2600.1
