"stock","res","yr","ct"
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1977,10333
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1978,7516
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1979,7208
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1980,4969
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1981,4854
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1982,1183
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1983,663
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1984,879
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1985,277
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1986,972
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1987,2233
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1988,3350
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1989,5496
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1990,18324
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1991,7884
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1992,13534
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1993,17139
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1994,12554
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1995,11513
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1996,15681
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1997,13328
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1998,10320
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",1999,12904
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",2000,9780
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",2001,9453
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",2002,11216
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",2003,14744
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",2004,11896
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",2005,10426
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",2006,12868
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",2007,18450
"AFSC-PERCHEBSAI-1974-2009-STANTON","Medium",2008,12627
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1961,16000
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1962,65000
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1963,136300
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1964,243400
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1965,348600
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1966,200800
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1967,120000
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1968,100200
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1969,72600
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1970,44900
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1971,77500
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1972,77600
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1973,56400
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1974,51000
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1975,50400
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1976,45500
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1977,21600
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1978,8000
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1979,8300
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1980,10800
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1981,10500
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1982,5400
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1983,2821
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1984,2752
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1985,800
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1986,2200
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1987,4500
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1988,8540
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1989,11780
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1990,13090
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1991,6631
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1992,6159
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1993,2060
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1994,1853
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1995,5742
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1996,8378
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1997,9531
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1998,8961
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",1999,10472
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",2000,10157
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",2001,10817
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",2002,11734
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",2003,10861
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",2004,11528
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",2005,11272
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",2006,13590
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",2007,12953
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",2008,12399
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",2009,12985
"AFSC-POPERCHGA-1959-2010-Stachura","Medium",2010,14522
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1982,959
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1983,595
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1984,365
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1985,154
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1986,93
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1987,1151
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1988,1192
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1989,599
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1990,1269
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1991,4636
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1992,3000
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1993,3000
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1994,3673
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1995,4021
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1996,5874
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1997,3294
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1998,2669
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",1999,3060
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",2000,3591
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",2001,2940
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",2002,2941
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",2003,3485
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",2004,1464
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",2005,2176
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",2006,3294
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",2007,2852
"AFSC-REXSOLEGA-1979-2008-STANTON","Medium",2008,2514
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1977,157
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1978,2522
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1979,3553
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1980,820
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1981,878
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1982,312
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1983,111
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1984,114
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1985,27
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1986,74
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1987,179
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1988,185
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1989,585
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1990,1988
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1991,243
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1992,1258
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1993,1070
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1994,769
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1995,421
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1996,855
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1997,973
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1998,543
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",1999,392
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",2000,294
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",2001,600
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",2002,260
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",2003,192
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",2004,208
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",2005,90
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",2006,203
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",2007,166
"AFSC-REYEROCKBSAI-1974-2009-STANTON","Medium",2008,171
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1977,1443
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1978,568
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1979,645
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1980,1353
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1981,719
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1982,569
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1983,628
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1984,760
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1985,130
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1986,438
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1987,525
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1988,1621
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1989,2185
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1990,2418
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1991,350
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1992,1127
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1993,583
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1994,579
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1995,704
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1996,558
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1997,545
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1998,665
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",1999,320
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",2000,530
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",2001,591
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",2002,273
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",2003,394
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",2004,301
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",2005,289
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",2006,351
"AFSC-REYEROCKGA-1974-2007-MELNYCHUK","Medium",2007,425
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1960,12472.87
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1961,20420.26
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1962,24649.55
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1963,25226.97
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1964,26758.75
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1965,19690.43
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1966,20290.08
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1967,17431.54
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1968,15659.36
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1969,11096.22
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1970,9305.89
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1971,9280.04
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1972,12381.25
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1973,10961.96
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1974,19387.43
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1975,23281.06
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1976,29640.42
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1977,32954.82
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1978,40993.38
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1979,50172.26
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1980,59911.79
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1981,15439.82
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1982,1905.99
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1983,401.43
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1984,2947.44
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1985,2269.77
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1986,5363.73
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1987,5715.26
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1988,3883.2
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1989,4825.31
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1990,10540.12
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1991,8610.08
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1992,4834.84
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1993,8300.73
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1994,124.28
"AFSC-RKCRABBB-1960-2008-JENSEN","Medium",1995,132.9
