"stock","res","yr","ct"
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1910,1300.41
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1911,1311.43
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1912,1322.45
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1913,1333.47
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1914,1344.49
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1915,1355.51
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1916,1366.53
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1917,1377.55
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1918,1388.57
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1919,1399.59
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1920,720
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1921,595
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1922,595
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1923,740
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1924,685
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1925,663
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1926,469
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1927,595
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1928,635
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1929,675
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1930,715
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1931,715
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1932,715
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1933,715
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1934,715
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1935,845
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1936,845
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1937,845
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1938,845
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1939,845
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1940,1170
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1941,1170
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1942,1170
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1943,1170
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1944,1170
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1945,1430
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1946,1430
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1947,1430
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1948,1430
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1949,1430
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1950,2405
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1951,2405
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1952,2405
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1953,2405
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1954,2405
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1955,2470
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1956,2340
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1957,1885
"MARAM-CRLOBSTERSA12-1910-2008-Johnston","Medium",1958,975
