"stock","res","yr","ct"
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1959,38.818
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1960,52.921
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1961,41.545
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1962,47.769
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1963,65.173
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1964,56.935
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1965,47.004
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1966,68.164
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1967,30.997
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1968,50.045
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1969,71.64
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1970,73.898
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1971,58.889
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1972,67.777
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1973,68.373
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1974,91.028
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1975,158.995
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1976,380.533
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1977,196.285
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1978,603.972
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1979,587.833
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1980,1065.47
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1981,334.051
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1982,393
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1983,345.181
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1984,976.879
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1985,309.612
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1986,1093.669
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1987,422.081
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1988,428.237
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1989,232.733
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1990,273.712
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1991,628.151
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1992,463.058
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1993,269.151
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1994,210.05
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1995,152.661
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1996,143.529
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1997,156.027
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1998,154.233
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",1999,116.459
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",2000,113.74
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",2001,102.921
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",2002,144.923
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",2003,245.581
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",2004,263.576
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",2005,242.338
"RIDEM-TAUTOGRI-1959-2007-COLLIE","Medium",2006,202.987
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1959,935.8446
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1960,1012.6876
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1961,826.7576
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1962,827.2766
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1963,1276.1362
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1964,2201.637
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1965,1382.146
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1966,2250.6061
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1967,1712.3939
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1968,1635.3912
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1969,1201.4545
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1970,1002.0266
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1971,750.2131
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1972,467.3062
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1973,566.8693
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1974,412.6344
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1975,378.9169
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1976,406.7987
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1977,537.3449
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1978,1100.7909
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1979,1096.4303
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1980,1471.663
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1981,1288.7151
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1982,1749.075
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1983,1610.298
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1984,1610.2985
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1985,1939.873
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1986,1948.4129
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1987,947.8206
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1988,790.3682
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1989,725.3342
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1990,581.1393
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1991,825.9442
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1992,408.6862
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1993,288.4608
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1994,446.9001
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1995,444.4248
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1996,404.8932
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1997,470.7878
"RIDEM-WINFLOUNDRI-1959-2007-COLLIE","Medium",1998,593.39
