"stock","res","yr","ct"
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1945,330.67
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1946,297.03
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1947,331.61
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1948,332.11
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1949,357.79
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1950,630.46
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1951,832.84
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1952,810.5
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1953,841.11
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1954,827.83
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1955,636.27
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1956,554.8
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1957,430.22
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1958,446.53
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1959,392.58
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1960,473.97
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1961,543.58
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1962,641.13
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1963,416.2
"NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN","Medium",1964,594.29
