"stock";"sigR";"startbio.1.";"startbio.2.";"interbio.1.";"interbio.2.";"finalbio.1.";"finalbio.2.";"min.yr.";"max.yr.";"res";"max.ct.";"ct.1.";"ct.nyr.";"length.r.";"exp.mean.log.r...";"sd.log.r..";"min.r.";"quantile.r..0.05.";"quantile.r..0.25.";"median.r.";"quantile.r..0.75.";"quantile.r..0.95.";"max.r.";"exp.mean.log.k...";"sd.log.k..";"min.k.";"quantile.k..0.05.";"quantile.k..0.25.";"median.k.";"quantile.k..0.75.";"quantile.k..0.95.";"max.k.";"exp.mean.log.msy...";"sd.log.msy..";"min.msy.";"quantile.msy..0.05.";"quantile.msy..0.25.";"median.msy.";"quantile.msy..0.75.";"quantile.msy..0.95.";"max.msy."
"ADFG-HERRPWS-1980-2006-COLLIE";0;0.5;0.9;0;1;0.01;0.4;1980;2006;"Medium";192.22;71.94;0;849;0.315325573320204;0.233722283828989;0.220254190143081;0.23569023825853;0.266050855419931;0.300354487880901;0.355120240222735;0.500242108986811;0.885291259008381;638.62031226535;0.13731947280638;324.157413665093;477.709233403898;604.308474254357;665.67785416214;705.676046424869;731.892917968157;737.649755147944;50.3433290247498;0.115498991400705;40.4684860987347;42.4443365872126;46.0210140164098;49.8791317219347;54.4797387040779;61.8525762972789;73.3087091439896
