47
4792818
696200 3743522
696700 4356924
627800 4396065
716000 4623030
871200 4792818
1168800 4339962
895500 3314572
695500 2818497
717800 2521399
546700 1905697
563100 1922113
520100 1849636
497500 1549643
484000 1156261
275100 912292
312800 680823
174800 359236
46000 211261
11000 225916
25100 383198
70764 631767
174879 1160336
275079 1845289
387202 2721807
428631 2867668
613780 3465627
671488 3475769
792058 3939365
887686 3581728
787899 3312556
645229 2978778
658008 2716467
716799 2438669
671397 2521794
568234 2026535
579371 1836470
275098 1618035
264313 1938631
391628 2044034
363163 2318481
388157 2857544
374065 3229189
394709 3940158
482281 3637878
587698 3329996
663813 2838951
514597 2295022
