41
5852700
409000 1266600
462400 1128200
358800 799000
317300 1190800
373100 1532900
522700 2952000
547100 2612800
729700 2700700
503100 2075300
487600 2574900
588600 2876600
543800 1933400
562400 1949000
448300 2397000
821200 3972400
779100 4010500
702300 2426100
553700 3450800
855500 4108000
925200 3378400
985100 3282000
884100 4716600
830600 3177300
911500 2663200
639700 1917500
583100 2386300
539400 3046500
552900 3066100
432300 3078800
551200 4682700
771500 4745100
472000 4177000
488400 3358900
620000 4528200
496100 4091400
694100 5852700
583600 4708700
527700 4778900
582000 3936100
523700 2527000
473200 2639200
