32
48200
1400 48200
1480 46800
1620 45500
1780 44100
1950 42700
1990 41300
1950 40100
1980 39000
2310 37900
3270 36000
2850 33400
2930 30600
3220 28100
5620 25300
3490 23800
3570 24100
3370 24800
3480 25800
4800 26100
3710 25600
3270 25500
3320 25200
2900 25100
2590 25300
3180 25400
2950 25200
3080 24700
2730 23900
2290 23300
2990 22800
2480 22400
2240 22600
