37
684850
74455.052 684850
74447.748 653050
94628.368 629400
95127.4 589900
107141 546100
124796 517750
124960 497000
131013 511600
134044 522600
127517 526250
130696 517800
156137.45 489450
165342.03 466350
165857.37 496250
114049.75 524400
156618.5 604200
146673.41 628200
145361.05 669750
136264.78 671800
162247.35 673850
193448.27 615200
166900.87 581950
163759.54 531100
162753.49 495350
172550.83 509900
153246.21 512550
153039.6 491200
137211.31 469000
148563.77 457850
140365.84 400400
136234.86 425900
164650.21 396500
140279.4 390600
125514.94 353450
119936.28 352550
107322.13 341600
108623.06 358300
