42
1951.48
6.717 1951.48
13.434 1942.205
20.15 1927.235
26.867 1906.945
33.584 1881.72
40.301 1852.265
47.018 1818.87
53.734 1781.73
60.451 1741.425
67.168 1693.675
64.553 1644.61
54.544 1599.985
70.124 1551.785
98.397 1482.085
102.78 1397.535
123.823 1303.52
146.891 1191.69
102.705 1097.185
127.068 1017.675
160.089 919.6765
112.882 847.5715
81.674 831.429
140.674 844.309
159.69 850.893
153.408 890.5095
168.764 942.4415
197.437 948.839
189.09 913.4375
177.937 872.294
183.194 850.5715
186.731 821.662
187.097 778.236
166.535 736.043
167.184 696.5565
169.232 645.2875
168.37 599.2325
169.968 548.3875
169.966 485.219
133.174 429.1795
109.762 405.7285
110.817 395.837
110.817 399.567
